t test_acc train_acc W_norm W_2_norm b_norm b_2_norm Z_2_norm time
209 6.5400e-01 6.7473e-01 3.2505e+00 3.5298e+00 6.6886e-01 4.1027e-01 2.3737e+04 1.8230e+01
210 6.5740e-01 6.7773e-01 3.2792e+00 3.5483e+00 6.6389e-01 4.1895e-01 2.3751e+04 1.8280e+01
211 6.5800e-01 6.7735e-01 3.3297e+00 3.5620e+00 6.7216e-01 4.7097e-01 2.3758e+04 1.8329e+01
212 6.6280e-01 6.8148e-01 3.3536e+00 3.5765e+00 6.7146e-01 3.9458e-01 2.3761e+04 1.8377e+01
213 6.6360e-01 6.8192e-01 3.3895e+00 3.5881e+00 6.7467e-01 3.9423e-01 2.3780e+04 1.8427e+01
214 6.6240e-01 6.8090e-01 3.4336e+00 3.5994e+00 6.7455e-01 5.0563e-01 2.3788e+04 1.8476e+01
215 6.6420e-01 6.8377e-01 3.4472e+00 3.6195e+00 6.7570e-01 4.9270e-01 2.3815e+04 1.8525e+01
216 6.6500e-01 6.8522e-01 3.4641e+00 3.6227e+00 6.6851e-01 4.5659e-01 2.3816e+04 1.8575e+01
217 6.6500e-01 6.8582e-01 3.5022e+00 3.6418e+00 6.6598e-01 3.9082e-01 2.3817e+04 1.8625e+01
218 6.6840e-01 6.8793e-01 3.5259e+00 3.6475e+00 6.6880e-01 3.9755e-01 2.3828e+04 1.8674e+01
219 6.6880e-01 6.8982e-01 3.5452e+00 3.6689e+00 6.6930e-01 3.8603e-01 2.3834e+04 1.8723e+01
220 6.6860e-01 6.9233e-01 3.5729e+00 3.6819e+00 6.6673e-01 4.0215e-01 2.3837e+04 1.8773e+01
221 6.7560e-01 6.9735e-01 3.5985e+00 3.7011e+00 6.6993e-01 4.3293e-01 2.3854e+04 1.8822e+01
222 6.7620e-01 6.9847e-01 3.6086e+00 3.7208e+00 6.6403e-01 4.4573e-01 2.3886e+04 1.8872e+01
223 6.7320e-01 6.9652e-01 3.6471e+00 3.7351e+00 6.6407e-01 4.4738e-01 2.3903e+04 1.8920e+01
224 6.7380e-01 6.9778e-01 3.6844e+00 3.7496e+00 6.6035e-01 4.9339e-01 2.3898e+04 1.8969e+01
225 6.7260e-01 6.9520e-01 3.7229e+00 3.7673e+00 6.6341e-01 3.3130e-01 2.3909e+04 1.9016e+01
226 6.7680e-01 6.9728e-01 3.7439e+00 3.7830e+00 6.6240e-01 4.0056e-01 2.3927e+04 1.9066e+01
227 6.7880e-01 7.0030e-01 3.7526e+00 3.7943e+00 6.5153e-01 4.6439e-01 2.3939e+04 1.9114e+01
228 6.8040e-01 7.0102e-01 3.7788e+00 3.8093e+00 6.4940e-01 4.4953e-01 2.3947e+04 1.9163e+01
229 6.8280e-01 7.0477e-01 3.8146e+00 3.8198e+00 6.5170e-01 5.3798e-01 2.3952e+04 1.9213e+01
230 6.8520e-01 7.0638e-01 3.8528e+00 3.8407e+00 6.5054e-01 5.2299e-01 2.3959e+04 1.9262e+01
231 6.8880e-01 7.0727e-01 3.8751e+00 3.8569e+00 6.4663e-01 5.1781e-01 2.3984e+04 1.9311e+01
232 6.9000e-01 7.0743e-01 3.9090e+00 3.8706e+00 6.4691e-01 4.9164e-01 2.4009e+04 1.9359e+01
233 6.8960e-01 7.0788e-01 3.9335e+00 3.8866e+00 6.5299e-01 4.1273e-01 2.3995e+04 1.9408e+01
234 6.8940e-01 7.0780e-01 3.9673e+00 3.8984e+00 6.5459e-01 3.8207e-01 2.4020e+04 1.9458e+01
235 6.9420e-01 7.1042e-01 3.9758e+00 3.9114e+00 6.5355e-01 3.2949e-01 2.4024e+04 1.9507e+01
236 6.9640e-01 7.1202e-01 3.9999e+00 3.9283e+00 6.4858e-01 2.9341e-01 2.4048e+04 1.9556e+01
237 6.9580e-01 7.1072e-01 4.0244e+00 3.9364e+00 6.5516e-01 2.8589e-01 2.4048e+04 1.9604e+01
238 6.9380e-01 7.1048e-01 4.0620e+00 3.9559e+00 6.4717e-01 2.9183e-01 2.4069e+04 1.9654e+01
239 6.9380e-01 7.1132e-01 4.0664e+00 3.9745e+00 6.4868e-01 3.4637e-01 2.4080e+04 1.9703e+01
240 6.9180e-01 7.1052e-01 4.1093e+00 3.9902e+00 6.4750e-01 3.9923e-01 2.4094e+04 1.9752e+01
241 6.9420e-01 7.1250e-01 4.1265e+00 4.0100e+00 6.4057e-01 4.2351e-01 2.4126e+04 1.9801e+01
242 6.9240e-01 7.1128e-01 4.1449e+00 4.0243e+00 6.4590e-01 4.2264e-01 2.4124e+04 1.9848e+01
243 6.9540e-01 7.1650e-01 4.1722e+00 4.0389e+00 6.3962e-01 4.0786e-01 2.4139e+04 1.9896e+01
244 7.0120e-01 7.2245e-01 4.2034e+00 4.0480e+00 6.4119e-01 4.1889e-01 2.4139e+04 1.9945e+01
245 7.0480e-01 7.2477e-01 4.2306e+00 4.0588e+00 6.4271e-01 4.1159e-01 2.4162e+04 1.9993e+01
246 7.0680e-01 7.2623e-01 4.2563e+00 4.0738e+00 6.4358e-01 4.0737e-01 2.4176e+04 2.0043e+01
247 7.0920e-01 7.2930e-01 4.2655e+00 4.0822e+00 6.5452e-01 4.3790e-01 2.4179e+04 2.0091e+01
248 7.0920e-01 7.2938e-01 4.3132e+00 4.0990e+00 6.4974e-01 4.0413e-01 2.4198e+04 2.0139e+01
249 7.0620e-01 7.2850e-01 4.3631e+00 4.1035e+00 6.4578e-01 4.1194e-01 2.4221e+04 2.0187e+01
250 7.0460e-01 7.2503e-01 4.3797e+00 4.1156e+00 6.4720e-01 4.4508e-01 2.4239e+04 2.0236e+01
251 7.0240e-01 7.2410e-01 4.4030e+00 4.1306e+00 6.4696e-01 3.9182e-01 2.4241e+04 2.0284e+01
252 7.0280e-01 7.2418e-01 4.4422e+00 4.1431e+00 6.4778e-01 5.1617e-01 2.4261e+04 2.0334e+01
253 7.0360e-01 7.2578e-01 4.4803e+00 4.1575e+00 6.4795e-01 5.2007e-01 2.4286e+04 2.0384e+01
254 7.0800e-01 7.2842e-01 4.4955e+00 4.1773e+00 6.4454e-01 5.1399e-01 2.4291e+04 2.0434e+01
255 7.0860e-01 7.2825e-01 4.5228e+00 4.1861e+00 6.3584e-01 4.3826e-01 2.4307e+04 2.0481e+01
256 7.0840e-01 7.2922e-01 4.5371e+00 4.2017e+00 6.3986e-01 4.5600e-01 2.4338e+04 2.0530e+01
257 7.1060e-01 7.3082e-01 4.5781e+00 4.2150e+00 6.4432e-01 3.2610e-01 2.4340e+04 2.0579e+01
258 7.1320e-01 7.3230e-01 4.6116e+00 4.2314e+00 6.5328e-01 2.8980e-01 2.4342e+04 2.0631e+01
259 7.1140e-01 7.3072e-01 4.6491e+00 4.2398e+00 6.4626e-01 2.6473e-01 2.4366e+04 2.0680e+01
260 7.1120e-01 7.3222e-01 4.6862e+00 4.2510e+00 6.4814e-01 3.0443e-01 2.4388e+04 2.0729e+01
261 7.1500e-01 7.3503e-01 4.6958e+00 4.2666e+00 6.5345e-01 3.4474e-01 2.4404e+04 2.0779e+01
262 7.1460e-01 7.3487e-01 4.7188e+00 4.2876e+00 6.5977e-01 4.3143e-01 2.4417e+04 2.0827e+01
263 7.1420e-01 7.3442e-01 4.7479e+00 4.2939e+00 6.5646e-01 4.0689e-01 2.4424e+04 2.0877e+01
264 7.1160e-01 7.3425e-01 4.7643e+00 4.3096e+00 6.5491e-01 3.9156e-01 2.4439e+04 2.0926e+01
265 7.1380e-01 7.3595e-01 4.8005e+00 4.3168e+00 6.5572e-01 3.7841e-01 2.4459e+04 2.0975e+01
266 7.2000e-01 7.4047e-01 4.8376e+00 4.3326e+00 6.5659e-01 4.4401e-01 2.4486e+04 2.1024e+01
267 7.2060e-01 7.4225e-01 4.8596e+00 4.3502e+00 6.6693e-01 3.9760e-01 2.4492e+04 2.1073e+01
268 7.2320e-01 7.4207e-01 4.8905e+00 4.3652e+00 6.6660e-01 3.2616e-01 2.4500e+04 2.1121e+01
269 7.2100e-01 7.4060e-01 4.9168e+00 4.3783e+00 6.7204e-01 2.8135e-01 2.4520e+04 2.1168e+01
270 7.1920e-01 7.3902e-01 4.9341e+00 4.3932e+00 6.7781e-01 2.9348e-01 2.4547e+04 2.1217e+01
271 7.2080e-01 7.4138e-01 4.9657e+00 4.4077e+00 6.7830e-01 3.6053e-01 2.4544e+04 2.1267e+01
272 7.2360e-01 7.4288e-01 4.9835e+00 4.4238e+00 6.7784e-01 3.7908e-01 2.4553e+04 2.1317e+01
273 7.2220e-01 7.4272e-01 4.9875e+00 4.4409e+00 6.7777e-01 2.7211e-01 2.4575e+04 2.1365e+01
274 7.2280e-01 7.4280e-01 5.0150e+00 4.4519e+00 6.8182e-01 3.4744e-01 2.4584e+04 2.1413e+01
275 7.2160e-01 7.4328e-01 5.0394e+00 4.4788e+00 6.8546e-01 2.8711e-01 2.4614e+04 2.1462e+01
276 7.2460e-01 7.4522e-01 5.0581e+00 4.4926e+00 6.8044e-01 2.3600e-01 2.4619e+04 2.1510e+01
277 7.2620e-01 7.4513e-01 5.0669e+00 4.5021e+00 6.8650e-01 2.9531e-01 2.4638e+04 2.1559e+01
278 7.2640e-01 7.4593e-01 5.0722e+00 4.5176e+00 6.8882e-01 3.0880e-01 2.4643e+04 2.1607e+01
279 7.2700e-01 7.4495e-01 5.0911e+00 4.5337e+00 6.9307e-01 3.4733e-01 2.4668e+04 2.1656e+01
280 7.2580e-01 7.4478e-01 5.1231e+00 4.5447e+00 7.0087e-01 2.8863e-01 2.4682e+04 2.1704e+01
281 7.2740e-01 7.4645e-01 5.1493e+00 4.5573e+00 7.0510e-01 3.2610e-01 2.4704e+04 2.1754e+01
282 7.2640e-01 7.4612e-01 5.1816e+00 4.5685e+00 6.9619e-01 3.6690e-01 2.4718e+04 2.1802e+01
283 7.2560e-01 7.4502e-01 5.2181e+00 4.5696e+00 6.9793e-01 2.8002e-01 2.4723e+04 2.1851e+01
284 7.2420e-01 7.4402e-01 5.2493e+00 4.5858e+00 7.0099e-01 2.4101e-01 2.4739e+04 2.1899e+01
285 7.2460e-01 7.4395e-01 5.2797e+00 4.6039e+00 6.9679e-01 3.1672e-01 2.4761e+04 2.1947e+01
286 7.2740e-01 7.4683e-01 5.3157e+00 4.6183e+00 6.9879e-01 4.8760e-01 2.4786e+04 2.2000e+01
287 7.2860e-01 7.4818e-01 5.3358e+00 4.6302e+00 6.9986e-01 5.8704e-01 2.4823e+04 2.2051e+01
288 7.2740e-01 7.4862e-01 5.3560e+00 4.6358e+00 7.0142e-01 5.8536e-01 2.4820e+04 2.2099e+01
289 7.2800e-01 7.4967e-01 5.3817e+00 4.6512e+00 7.0450e-01 5.0703e-01 2.4838e+04 2.2150e+01
290 7.2940e-01 7.5237e-01 5.4114e+00 4.6606e+00 7.1154e-01 4.6760e-01 2.4838e+04 2.2200e+01
291 7.3000e-01 7.5288e-01 5.4304e+00 4.6801e+00 7.1029e-01 4.3575e-01 2.4866e+04 2.2249e+01
292 7.3040e-01 7.5328e-01 5.4430e+00 4.6880e+00 7.2076e-01 3.7983e-01 2.4873e+04 2.2297e+01
293 7.3200e-01 7.5483e-01 5.4749e+00 4.6958e+00 7.2164e-01 4.2832e-01 2.4900e+04 2.2346e+01
294 7.3220e-01 7.5475e-01 5.5014e+00 4.7130e+00 7.2288e-01 4.7665e-01 2.4913e+04 2.2395e+01
295 7.3200e-01 7.5385e-01 5.5249e+00 4.7234e+00 7.3032e-01 5.2869e-01 2.4928e+04 2.2443e+01
296 7.3220e-01 7.5473e-01 5.5579e+00 4.7329e+00 7.3525e-01 4.6730e-01 2.4960e+04 2.2491e+01
297 7.3300e-01 7.5588e-01 5.5835e+00 4.7443e+00 7.3816e-01 4.7707e-01 2.4971e+04 2.2540e+01
298 7.3360e-01 7.5575e-01 5.6019e+00 4.7575e+00 7.4115e-01 4.8635e-01 2.4989e+04 2.2589e+01
299 7.3540e-01 7.5690e-01 5.6385e+00 4.7646e+00 7.3479e-01 5.5472e-01 2.4998e+04 2.2638e+01
300 7.3620e-01 7.5737e-01 5.6420e+00 4.7783e+00 7.3190e-01 5.1405e-01 2.5016e+04 2.2689e+01
301 7.3660e-01 7.5742e-01 5.6637e+00 4.7874e+00 7.3230e-01 4.8924e-01 2.5043e+04 2.2738e+01
302 7.3740e-01 7.5817e-01 5.6676e+00 4.8002e+00 7.3992e-01 5.4293e-01 2.5056e+04 2.2788e+01
303 7.3840e-01 7.5895e-01 5.7118e+00 4.8132e+00 7.4677e-01 4.7481e-01 2.5085e+04 2.2837e+01
304 7.3820e-01 7.5837e-01 5.7202e+00 4.8281e+00 7.4871e-01 5.0373e-01 2.5100e+04 2.2886e+01
305 7.3900e-01 7.5862e-01 5.7281e+00 4.8436e+00 7.5831e-01 5.0926e-01 2.5112e+04 2.2935e+01
306 7.3980e-01 7.5973e-01 5.7507e+00 4.8530e+00 7.5942e-01 5.1586e-01 2.5124e+04 2.2982e+01
307 7.3800e-01 7.6027e-01 5.7901e+00 4.8611e+00 7.5753e-01 5.0508e-01 2.5143e+04 2.3029e+01
308 7.3800e-01 7.6050e-01 5.8190e+00 4.8707e+00 7.5924e-01 4.7643e-01 2.5174e+04 2.3079e+01
309 7.3780e-01 7.6012e-01 5.8370e+00 4.8756e+00 7.6879e-01 4.8457e-01 2.5186e+04 2.3128e+01
310 7.3880e-01 7.6118e-01 5.8644e+00 4.8889e+00 7.6765e-01 4.6477e-01 2.5208e+04 2.3175e+01
311 7.4100e-01 7.6193e-01 5.8871e+00 4.9029e+00 7.6845e-01 5.1697e-01 2.5215e+04 2.3224e+01
312 7.4120e-01 7.6158e-01 5.9002e+00 4.9111e+00 7.7060e-01 4.8962e-01 2.5237e+04 2.3271e+01
313 7.4180e-01 7.6250e-01 5.9309e+00 4.9252e+00 7.6884e-01 5.7337e-01 2.5261e+04 2.3319e+01
314 7.4180e-01 7.6313e-01 5.9483e+00 4.9448e+00 7.7063e-01 5.3758e-01 2.5269e+04 2.3366e+01
315 7.4420e-01 7.6512e-01 5.9597e+00 4.9533e+00 7.8060e-01 4.8105e-01 2.5295e+04 2.3415e+01
316 7.4500e-01 7.6513e-01 5.9984e+00 4.9562e+00 7.7014e-01 4.5400e-01 2.5314e+04 2.3463e+01
317 7.4440e-01 7.6482e-01 6.0142e+00 4.9628e+00 7.7012e-01 4.3112e-01 2.5339e+04 2.3512e+01
318 7.4300e-01 7.6473e-01 6.0335e+00 4.9656e+00 7.7529e-01 4.4970e-01 2.5357e+04 2.3560e+01
319 7.4360e-01 7.6557e-01 6.0530e+00 4.9653e+00 7.7407e-01 5.0407e-01 2.5369e+04 2.3608e+01
320 7.4520e-01 7.6770e-01 6.0846e+00 4.9773e+00 7.8244e-01 5.5956e-01 2.5377e+04 2.3657e+01
321 7.4640e-01 7.6738e-01 6.1089e+00 4.9895e+00 7.8509e-01 5.7009e-01 2.5404e+04 2.3707e+01
322 7.4840e-01 7.6835e-01 6.1186e+00 5.0044e+00 7.8776e-01 5.7853e-01 2.5436e+04 2.3757e+01
323 7.4640e-01 7.6830e-01 6.1394e+00 5.0158e+00 7.9432e-01 6.0997e-01 2.5427e+04 2.3805e+01
324 7.4940e-01 7.7008e-01 6.1375e+00 5.0162e+00 7.9121e-01 6.6510e-01 2.5461e+04 2.3853e+01
325 7.4940e-01 7.7022e-01 6.1656e+00 5.0294e+00 7.9259e-01 5.6170e-01 2.5469e+04 2.3902e+01
326 7.4880e-01 7.6988e-01 6.1956e+00 5.0362e+00 8.0508e-01 5.4570e-01 2.5489e+04 2.3952e+01
327 7.4920e-01 7.6983e-01 6.2026e+00 5.0464e+00 8.0697e-01 5.7148e-01 2.5508e+04 2.3999e+01
328 7.4740e-01 7.6878e-01 6.2376e+00 5.0468e+00 8.0691e-01 5.5703e-01 2.5541e+04 2.4049e+01
329 7.5000e-01 7.7013e-01 6.2564e+00 5.0531e+00 8.1510e-01 5.8802e-01 2.5556e+04 2.4098e+01
330 7.5160e-01 7.7105e-01 6.2630e+00 5.0638e+00 8.1205e-01 5.7142e-01 2.5574e+04 2.4147e+01
331 7.5280e-01 7.7150e-01 6.2894e+00 5.0668e+00 8.2613e-01 5.4996e-01 2.5590e+04 2.4197e+01
332 7.5060e-01 7.7085e-01 6.3203e+00 5.0763e+00 8.3406e-01 5.9155e-01 2.5615e+04 2.4244e+01
333 7.5080e-01 7.7205e-01 6.3326e+00 5.0823e+00 8.3305e-01 6.4359e-01 2.5618e+04 2.4294e+01
334 7.5160e-01 7.7207e-01 6.3434e+00 5.0960e+00 8.2942e-01 6.2147e-01 2.5638e+04 2.4343e+01
335 7.5060e-01 7.7258e-01 6.3651e+00 5.1044e+00 8.3209e-01 6.4434e-01 2.5677e+04 2.4391e+01
336 7.5200e-01 7.7118e-01 6.3826e+00 5.1160e+00 8.3978e-01 6.9064e-01 2.5683e+04 2.4439e+01
337 7.5280e-01 7.7183e-01 6.3939e+00 5.1320e+00 8.4692e-01 6.9124e-01 2.5693e+04 2.4487e+01
338 7.5340e-01 7.7317e-01 6.4133e+00 5.1377e+00 8.4791e-01 7.3316e-01 2.5723e+04 2.4535e+01
339 7.5340e-01 7.7300e-01 6.4211e+00 5.1503e+00 8.4865e-01 7.4350e-01 2.5746e+04 2.4584e+01
340 7.5400e-01 7.7402e-01 6.4320e+00 5.1540e+00 8.5981e-01 7.2609e-01 2.5749e+04 2.4632e+01
341 7.5300e-01 7.7385e-01 6.4500e+00 5.1606e+00 8.6465e-01 7.1413e-01 2.5767e+04 2.4682e+01
342 7.5480e-01 7.7578e-01 6.4579e+00 5.1773e+00 8.7505e-01 7.0422e-01 2.5776e+04 2.4730e+01
343 7.5380e-01 7.7582e-01 6.4821e+00 5.1907e+00 8.8286e-01 6.9048e-01 2.5801e+04 2.4779e+01
344 7.5400e-01 7.7675e-01 6.5154e+00 5.1993e+00 8.9106e-01 7.6163e-01 2.5829e+04 2.4827e+01
345 7.5620e-01 7.7787e-01 6.5153e+00 5.2074e+00 8.9713e-01 6.7382e-01 2.5833e+04 2.4875e+01
346 7.5560e-01 7.7735e-01 6.5394e+00 5.2189e+00 8.9184e-01 6.9524e-01 2.5862e+04 2.4925e+01
347 7.5600e-01 7.7843e-01 6.5485e+00 5.2306e+00 9.0138e-01 6.1485e-01 2.5876e+04 2.4973e+01
348 7.5580e-01 7.7933e-01 6.5541e+00 5.2370e+00 9.0998e-01 6.1525e-01 2.5898e+04 2.5021e+01
349 7.5620e-01 7.7958e-01 6.5897e+00 5.2443e+00 9.1624e-01 5.8794e-01 2.5908e+04 2.5071e+01
350 7.5760e-01 7.7965e-01 6.6165e+00 5.2574e+00 9.2261e-01 5.6295e-01 2.5933e+04 2.5120e+01
351 7.5740e-01 7.8098e-01 6.6253e+00 5.2741e+00 9.2102e-01 6.4977e-01 2.5943e+04 2.5169e+01
352 7.5780e-01 7.8157e-01 6.6337e+00 5.2770e+00 9.2850e-01 7.2913e-01 2.5967e+04 2.5219e+01
353 7.6020e-01 7.8280e-01 6.6456e+00 5.2881e+00 9.2591e-01 7.4857e-01 2.5988e+04 2.5267e+01
354 7.6260e-01 7.8330e-01 6.6677e+00 5.2962e+00 9.2981e-01 7.0147e-01 2.6000e+04 2.5315e+01
355 7.6180e-01 7.8387e-01 6.6910e+00 5.2978e+00 9.3600e-01 7.4343e-01 2.6038e+04 2.5364e+01
356 7.6040e-01 7.8333e-01 6.7040e+00 5.3069e+00 9.3877e-01 7.4579e-01 2.6037e+04 2.5412e+01
357 7.6020e-01 7.8432e-01 6.7181e+00 5.3156e+00 9.4722e-01 7.8922e-01 2.6065e+04 2.5460e+01
358 7.6180e-01 7.8472e-01 6.7387e+00 5.3223e+00 9.5509e-01 7.1858e-01 2.6085e+04 2.5510e+01
359 7.6160e-01 7.8363e-01 6.7518e+00 5.3304e+00 9.6372e-01 6.6033e-01 2.6094e+04 2.5559e+01
360 7.6180e-01 7.8455e-01 6.7662e+00 5.3368e+00 9.7331e-01 6.4053e-01 2.6104e+04 2.5609e+01
361 7.6280e-01 7.8502e-01 6.7913e+00 5.3404e+00 9.7472e-01 6.7793e-01 2.6125e+04 2.5658e+01
362 7.6200e-01 7.8495e-01 6.8079e+00 5.3490e+00 9.7864e-01 7.3777e-01 2.6150e+04 2.5705e+01
363 7.6380e-01 7.8503e-01 6.8332e+00 5.3552e+00 9.8443e-01 7.1324e-01 2.6165e+04 2.5753e+01
364 7.6140e-01 7.8415e-01 6.8341e+00 5.3696e+00 9.9479e-01 6.7183e-01 2.6185e+04 2.5802e+01
365 7.6120e-01 7.8412e-01 6.8666e+00 5.3810e+00 1.0097e+00 5.7004e-01 2.6196e+04 2.5851e+01
366 7.6080e-01 7.8335e-01 6.8849e+00 5.3931e+00 1.0157e+00 5.3415e-01 2.6227e+04 2.5902e+01
367 7.6100e-01 7.8265e-01 6.9095e+00 5.4023e+00 1.0256e+00 5.6395e-01 2.6244e+04 2.5950e+01
368 7.6180e-01 7.8412e-01 6.9250e+00 5.4103e+00 1.0300e+00 5.1629e-01 2.6261e+04 2.5999e+01
369 7.6280e-01 7.8435e-01 6.9406e+00 5.4202e+00 1.0400e+00 5.5613e-01 2.6278e+04 2.6048e+01
370 7.6200e-01 7.8487e-01 6.9499e+00 5.4347e+00 1.0540e+00 5.0254e-01 2.6298e+04 2.6097e+01
371 7.6100e-01 7.8465e-01 6.9823e+00 5.4381e+00 1.0655e+00 4.3944e-01 2.6321e+04 2.6146e+01
372 7.6200e-01 7.8555e-01 6.9880e+00 5.4450e+00 1.0687e+00 3.9754e-01 2.6342e+04 2.6196e+01
373 7.6200e-01 7.8510e-01 7.0060e+00 5.4489e+00 1.0763e+00 4.3334e-01 2.6356e+04 2.6245e+01
374 7.6280e-01 7.8647e-01 7.0228e+00 5.4566e+00 1.0845e+00 4.2034e-01 2.6368e+04 2.6293e+01
375 7.6320e-01 7.8712e-01 7.0383e+00 5.4691e+00 1.0894e+00 4.2301e-01 2.6398e+04 2.6342e+01
376 7.6140e-01 7.8653e-01 7.0467e+00 5.4764e+00 1.0984e+00 4.1992e-01 2.6418e+04 2.6391e+01
377 7.6140e-01 7.8653e-01 7.0780e+00 5.4839e+00 1.1068e+00 4.0074e-01 2.6436e+04 2.6438e+01
378 7.6160e-01 7.8648e-01 7.0883e+00 5.4962e+00 1.1070e+00 4.8413e-01 2.6448e+04 2.6486e+01
379 7.6260e-01 7.8687e-01 7.0867e+00 5.5035e+00 1.1073e+00 4.9535e-01 2.6472e+04 2.6535e+01
380 7.6300e-01 7.8753e-01 7.1018e+00 5.5062e+00 1.1029e+00 4.9626e-01 2.6491e+04 2.6584e+01
381 7.6460e-01 7.8687e-01 7.1195e+00 5.5053e+00 1.1072e+00 4.5931e-01 2.6506e+04 2.6633e+01
382 7.6560e-01 7.8792e-01 7.1451e+00 5.5173e+00 1.1066e+00 6.0625e-01 2.6521e+04 2.6683e+01
383 7.6480e-01 7.8765e-01 7.1648e+00 5.5265e+00 1.1164e+00 5.1661e-01 2.6541e+04 2.6731e+01
384 7.6540e-01 7.8785e-01 7.1842e+00 5.5308e+00 1.1183e+00 5.2703e-01 2.6565e+04 2.6779e+01
385 7.6560e-01 7.8890e-01 7.1741e+00 5.5375e+00 1.1270e+00 5.4750e-01 2.6571e+04 2.6827e+01
386 7.6580e-01 7.8927e-01 7.1874e+00 5.5487e+00 1.1298e+00 6.0294e-01 2.6592e+04 2.6876e+01
387 7.6680e-01 7.8938e-01 7.1939e+00 5.5550e+00 1.1282e+00 5.6761e-01 2.6629e+04 2.6926e+01
388 7.6560e-01 7.8943e-01 7.2010e+00 5.5588e+00 1.1261e+00 5.5495e-01 2.6646e+04 2.6975e+01
389 7.6780e-01 7.8948e-01 7.2268e+00 5.5659e+00 1.1306e+00 5.8387e-01 2.6645e+04 2.7025e+01
390 7.6800e-01 7.9105e-01 7.2232e+00 5.5756e+00 1.1423e+00 5.8499e-01 2.6678e+04 2.7073e+01
391 7.6980e-01 7.9215e-01 7.2415e+00 5.5846e+00 1.1474e+00 6.4809e-01 2.6700e+04 2.7121e+01
392 7.6860e-01 7.9137e-01 7.2595e+00 5.5870e+00 1.1534e+00 5.3168e-01 2.6717e+04 2.7171e+01
393 7.6740e-01 7.9112e-01 7.2699e+00 5.5970e+00 1.1584e+00 5.8990e-01 2.6738e+04 2.7221e+01
394 7.6980e-01 7.9138e-01 7.2819e+00 5.5954e+00 1.1619e+00 6.5023e-01 2.6763e+04 2.7269e+01
395 7.6880e-01 7.9195e-01 7.2969e+00 5.6021e+00 1.1624e+00 6.6714e-01 2.6777e+04 2.7318e+01
396 7.6960e-01 7.9238e-01 7.3093e+00 5.6130e+00 1.1616e+00 6.1907e-01 2.6784e+04 2.7367e+01
397 7.6860e-01 7.9187e-01 7.3263e+00 5.6138e+00 1.1628e+00 6.2337e-01 2.6796e+04 2.7416e+01
398 7.6920e-01 7.9298e-01 7.3539e+00 5.6194e+00 1.1700e+00 6.1910e-01 2.6833e+04 2.7465e+01
399 7.6940e-01 7.9358e-01 7.3701e+00 5.6226e+00 1.1733e+00 5.5969e-01 2.6843e+04 2.7515e+01
400 7.7000e-01 7.9327e-01 7.3979e+00 5.6297e+00 1.1816e+00 6.1311e-01 2.6865e+04 2.7563e+01
401 7.6980e-01 7.9330e-01 7.4151e+00 5.6357e+00 1.1762e+00 5.8732e-01 2.6895e+04 2.7612e+01
402 7.7180e-01 7.9472e-01 7.4327e+00 5.6415e+00 1.1734e+00 4.4816e-01 2.6911e+04 2.7660e+01
403 7.7180e-01 7.9578e-01 7.4356e+00 5.6522e+00 1.1802e+00 4.9508e-01 2.6919e+04 2.7708e+01
404 7.7260e-01 7.9615e-01 7.4599e+00 5.6561e+00 1.1788e+00 5.0468e-01 2.6942e+04 2.7760e+01
405 7.7280e-01 7.9630e-01 7.4887e+00 5.6655e+00 1.1915e+00 4.6234e-01 2.6971e+04 2.7808e+01
406 7.7300e-01 7.9678e-01 7.4951e+00 5.6733e+00 1.1942e+00 5.1363e-01 2.6966e+04 2.7858e+01
407 7.7160e-01 7.9588e-01 7.5263e+00 5.6875e+00 1.1995e+00 5.8924e-01 2.7002e+04 2.7905e+01
408 7.7140e-01 7.9682e-01 7.5286e+00 5.6943e+00 1.2064e+00 5.7231e-01 2.7031e+04 2.7956e+01
409 7.7240e-01 7.9808e-01 7.5505e+00 5.7010e+00 1.2225e+00 5.4077e-01 2.7054e+04 2.8005e+01
410 7.7220e-01 7.9813e-01 7.5590e+00 5.7016e+00 1.2315e+00 5.2318e-01 2.7066e+04 2.8054e+01
411 7.7220e-01 7.9787e-01 7.5679e+00 5.7055e+00 1.2413e+00 4.5664e-01 2.7077e+04 2.8104e+01
412 7.7280e-01 7.9763e-01 7.5877e+00 5.7085e+00 1.2450e+00 4.4517e-01 2.7090e+04 2.8151e+01
413 7.7300e-01 7.9852e-01 7.5919e+00 5.7105e+00 1.2556e+00 4.3380e-01 2.7125e+04 2.8200e+01
414 7.7280e-01 7.9852e-01 7.6034e+00 5.7212e+00 1.2615e+00 3.6985e-01 2.7139e+04 2.8249e+01
415 7.7500e-01 7.9980e-01 7.6202e+00 5.7209e+00 1.2783e+00 3.1348e-01 2.7167e+04 2.8299e+01
416 7.7480e-01 8.0027e-01 7.6178e+00 5.7287e+00 1.2814e+00 3.1689e-01 2.7177e+04 2.8348e+01
417 7.7480e-01 7.9985e-01 7.6319e+00 5.7331e+00 1.2819e+00 3.8351e-01 2.7181e+04 2.8396e+01
418 7.7480e-01 7.9998e-01 7.6675e+00 5.7348e+00 1.2869e+00 4.2254e-01 2.7180e+04 2.8443e+01
419 7.7560e-01 8.0078e-01 7.6811e+00 5.7381e+00 1.2953e+00 5.0576e-01 2.7229e+04 2.8491e+01
