,accuracy_train,accuracy_test
498,0.88845,0.8692
499,0.8892666666666666,0.8672
500,0.8878833333333334,0.8712
501,0.8868833333333334,0.8644
502,0.8900833333333333,0.874
503,0.88685,0.8702
504,0.88925,0.8724
505,0.8881333333333333,0.868
506,0.88785,0.8698
507,0.8893,0.8722
508,0.8885833333333333,0.8692
509,0.8878,0.8688
510,0.8866666666666667,0.8682
511,0.8890666666666667,0.868
512,0.8895333333333333,0.8658
513,0.8883166666666666,0.8674
514,0.88775,0.8686
515,0.8898666666666667,0.8726
516,0.8846833333333334,0.8676
517,0.8859,0.8666
518,0.8854833333333333,0.8724
519,0.8836166666666667,0.8628
520,0.8856666666666667,0.8652
521,0.8879833333333333,0.8648
522,0.8887,0.869
523,0.8859833333333333,0.8622
524,0.8861166666666667,0.866
525,0.88605,0.8662
526,0.88465,0.863
527,0.8870833333333333,0.8714
528,0.8874833333333333,0.867
529,0.88875,0.8652
530,0.88765,0.8682
531,0.8877166666666667,0.8666
532,0.8877166666666667,0.8666
533,0.88615,0.8616
534,0.8875666666666666,0.8614
535,0.8851,0.8656
536,0.88805,0.8662
537,0.8882166666666667,0.8634
538,0.8895666666666666,0.866
539,0.8892166666666667,0.8664
540,0.8892166666666667,0.8664
541,0.8883,0.8666
542,0.8891166666666667,0.8694
543,0.8891166666666667,0.8694
544,0.8912833333333333,0.8638
545,0.8900666666666667,0.8616
546,0.88965,0.8638
547,0.8881166666666667,0.8646
548,0.8909333333333334,0.8658
549,0.8869833333333333,0.8622
550,0.8894833333333333,0.8734
551,0.88705,0.8666
552,0.8897166666666667,0.8742
553,0.8899333333333334,0.8706
554,0.8894166666666666,0.8696
555,0.8865333333333333,0.8714
556,0.8896833333333334,0.8756
557,0.8854,0.8672
558,0.8885666666666666,0.8748
559,0.88875,0.869
560,0.8886833333333334,0.8662
561,0.88905,0.8694
562,0.8904166666666666,0.8714
563,0.88865,0.8684
564,0.8897166666666667,0.8686
565,0.8916166666666666,0.8716
566,0.8916166666666666,0.8716
567,0.8916166666666666,0.8716
568,0.8907333333333334,0.8676
569,0.892,0.8752
570,0.8918166666666667,0.8696
571,0.8906833333333334,0.8706
572,0.88895,0.867
573,0.8909166666666667,0.8702
574,0.8920833333333333,0.8728
575,0.8921333333333333,0.8726
576,0.8924666666666666,0.8704
577,0.8901666666666667,0.8666
578,0.8920833333333333,0.8734
579,0.8929333333333334,0.8756
580,0.8907833333333334,0.8714
581,0.8894666666666666,0.872
582,0.8901833333333333,0.8746
583,0.8897166666666667,0.8666
584,0.8921166666666667,0.8756
585,0.88945,0.8744
586,0.8928166666666667,0.8782
587,0.8923,0.8752
588,0.88935,0.8738
589,0.8910833333333333,0.8784
590,0.8910333333333333,0.875
591,0.8917666666666667,0.8782
592,0.8892,0.8704
593,0.8886166666666667,0.87
594,0.8899666666666667,0.8714
595,0.8906833333333334,0.875
596,0.88935,0.8704
597,0.8893666666666666,0.873
598,0.8869666666666667,0.8692
599,0.88905,0.8712
600,0.8880333333333333,0.8724
601,0.8884,0.8658
602,0.8880833333333333,0.8694
603,0.8891,0.871
604,0.8893833333333333,0.8694
605,0.88805,0.8658
606,0.8896833333333334,0.8662
607,0.8867833333333334,0.8634
608,0.88915,0.869
609,0.88985,0.8738
610,0.8918333333333334,0.874
611,0.8884666666666666,0.8708
612,0.8910833333333333,0.872
613,0.8915,0.8708
614,0.88905,0.872
615,0.8905666666666666,0.8712
616,0.888,0.8746
617,0.8875666666666666,0.8684
618,0.88965,0.872
619,0.8897333333333334,0.874
620,0.8892666666666666,0.8728
621,0.8894,0.8672
622,0.8882166666666667,0.8672
623,0.8901666666666667,0.8696
624,0.8888666666666667,0.8698
625,0.89245,0.8744
626,0.8883,0.8728
627,0.8923,0.8676
628,0.8912166666666667,0.873
629,0.8912333333333333,0.8756
630,0.8893333333333333,0.8732
631,0.8904833333333333,0.868
632,0.8893833333333333,0.8688
633,0.8901,0.872
634,0.8889333333333334,0.8682
635,0.8893333333333333,0.8654
636,0.8889833333333333,0.8694
637,0.8874,0.869
638,0.88665,0.871
639,0.8879,0.8726
640,0.8892666666666666,0.8728
641,0.8869166666666667,0.8704
642,0.8892166666666667,0.8716
643,0.8857166666666667,0.8672
644,0.8877666666666667,0.8674
645,0.8893,0.8704
646,0.8865666666666666,0.8674
647,0.88665,0.8646
648,0.8884166666666666,0.87
649,0.8881166666666667,0.867
650,0.8850666666666667,0.8674
651,0.8871666666666667,0.8614
652,0.8860833333333333,0.867
653,0.8883,0.8622
654,0.88845,0.8706
655,0.8857,0.8616
656,0.88475,0.8648
657,0.8868666666666667,0.8652
658,0.8888666666666667,0.871
659,0.8869,0.8666
660,0.8857,0.8702
661,0.8857,0.8678
662,0.8877666666666667,0.8674
663,0.8835166666666666,0.8652
664,0.8875166666666666,0.8668
665,0.8845,0.8678
666,0.8886,0.8726
667,0.8862333333333333,0.8682
668,0.8865166666666666,0.866
669,0.8857666666666667,0.8658
670,0.8876,0.871
671,0.8841,0.8658
672,0.8846666666666667,0.8668
673,0.8839,0.863
674,0.88515,0.8684
675,0.8865,0.8664
676,0.8884166666666666,0.8762
677,0.8871833333333333,0.8682
678,0.8891166666666667,0.866
679,0.8875833333333333,0.8686
680,0.8895,0.8692
681,0.88735,0.865
682,0.8867166666666667,0.8652
683,0.8886333333333334,0.8676
684,0.8873,0.865
685,0.88935,0.8666
686,0.88805,0.87
687,0.8843833333333333,0.8632
688,0.8853666666666666,0.8674
689,0.88645,0.87
690,0.8835666666666666,0.8634
691,0.8878833333333334,0.8628
692,0.8843333333333333,0.8578
693,0.88655,0.8608
694,0.8892666666666666,0.8614
695,0.8917166666666667,0.8668
696,0.88695,0.8688
697,0.886,0.8642
698,0.8902666666666667,0.8634
699,0.8907,0.873
700,0.88725,0.8656
701,0.8871,0.8664
702,0.8877666666666667,0.8694
703,0.8851833333333333,0.8626
704,0.8871166666666667,0.8704
705,0.8895166666666666,0.8666
706,0.8848333333333334,0.8662
707,0.8871166666666667,0.8692
708,0.8886666666666667,0.8638
709,0.8903166666666666,0.8676
710,0.8888833333333334,0.8708
711,0.8898666666666667,0.8694
712,0.8890833333333333,0.8678
713,0.8881833333333333,0.8694
714,0.89095,0.8666
715,0.8865333333333333,0.868
716,0.8888666666666667,0.8708
717,0.88685,0.8704
718,0.88895,0.8702
719,0.8905,0.8742
720,0.8891833333333333,0.8704
721,0.88945,0.874
722,0.88945,0.874
723,0.8832166666666666,0.8632
724,0.8884333333333333,0.8686
725,0.8871666666666667,0.866
726,0.8873,0.864
727,0.8862666666666666,0.8656
728,0.88925,0.8688
729,0.8884,0.8698
730,0.8877666666666667,0.8678
731,0.8858833333333334,0.8704
732,0.8881333333333333,0.868
733,0.8876166666666667,0.8686
734,0.88515,0.8662
735,0.8840833333333333,0.8694
736,0.88605,0.8676
737,0.8858333333333334,0.8616
738,0.8875666666666666,0.8648
739,0.8864,0.8692
740,0.8899166666666667,0.8714
741,0.8897,0.8712
742,0.8888333333333334,0.8662
743,0.8884666666666666,0.869
744,0.8865,0.8596
745,0.8887,0.8676
746,0.8877,0.8692
747,0.8859,0.8668
748,0.8915,0.872
749,0.8870333333333333,0.8652
750,0.8879833333333333,0.8708
751,0.8868,0.868
752,0.8910833333333333,0.8692
753,0.8847666666666667,0.8674
754,0.8878833333333334,0.8668
755,0.8848666666666667,0.8656
756,0.8887666666666667,0.8678
757,0.8876,0.8706
758,0.8881333333333333,0.8676
759,0.8857833333333334,0.8648
760,0.8868166666666667,0.866
761,0.88815,0.871
762,0.8878833333333334,0.867
763,0.8901333333333333,0.8688
764,0.8847666666666667,0.8632
765,0.8882833333333333,0.8766
766,0.887,0.872
767,0.8871166666666667,0.868
768,0.8854,0.867
769,0.8890666666666667,0.8732
770,0.8894,0.8708
771,0.8872166666666667,0.865
772,0.8875166666666666,0.8674
773,0.8878833333333334,0.8664
774,0.88615,0.8642
775,0.8883833333333333,0.8648
776,0.88765,0.8702
777,0.8873333333333333,0.8684
778,0.88995,0.873
779,0.88995,0.873
780,0.8899666666666667,0.8692
781,0.88915,0.8692
782,0.8871166666666667,0.8646
783,0.8878666666666667,0.8674
784,0.8892333333333333,0.8726
785,0.8894666666666666,0.8754
786,0.8914833333333333,0.8724
787,0.8901833333333333,0.868
788,0.88925,0.8706
789,0.8898333333333334,0.8734
790,0.88695,0.8668
791,0.8903166666666666,0.8718
792,0.885,0.8632
793,0.88695,0.8698
794,0.8863666666666666,0.866
795,0.8877166666666667,0.8746
796,0.8896333333333334,0.872
797,0.8878333333333334,0.8718
798,0.8883166666666666,0.8694
799,0.8866,0.8682
800,0.88585,0.8656
801,0.8869833333333333,0.8662
802,0.8868166666666667,0.8662
803,0.8881333333333333,0.8678
804,0.8884666666666666,0.8694
805,0.8872166666666667,0.866
806,0.8886833333333334,0.8684
807,0.88755,0.8724
808,0.8895166666666666,0.8716
809,0.8862333333333333,0.8648
810,0.88765,0.864
811,0.8891,0.872
812,0.8842833333333333,0.867
813,0.8854333333333333,0.8678
814,0.8878833333333334,0.8724
815,0.8874,0.8674
816,0.8874333333333333,0.8644
817,0.8861333333333333,0.8632
818,0.8853833333333333,0.8622
819,0.8862166666666667,0.863
820,0.8886833333333334,0.8682
821,0.8895166666666666,0.8724
822,0.8876666666666667,0.8696
823,0.8869833333333333,0.8686
824,0.8891166666666667,0.8696
825,0.8867666666666667,0.866
826,0.8902666666666667,0.8754
827,0.8875833333333333,0.8664
828,0.8915666666666666,0.8738
829,0.8859166666666667,0.8696
830,0.8890333333333333,0.8686
831,0.8897666666666667,0.8712
832,0.8872333333333333,0.8694
833,0.8872166666666667,0.8662
834,0.8868333333333334,0.8644
835,0.8851666666666667,0.866
836,0.88635,0.8648
837,0.8843333333333333,0.867
838,0.8885333333333333,0.869
839,0.8898666666666667,0.8744
840,0.88605,0.8654
841,0.88605,0.8654
842,0.8878333333333334,0.8754
843,0.8853333333333333,0.8612
844,0.8861333333333333,0.868
845,0.8893666666666666,0.8654
846,0.88805,0.8604
847,0.8889166666666667,0.8676
848,0.88865,0.8638
849,0.8910833333333333,0.8668
850,0.8892,0.867
851,0.8924666666666666,0.8696
852,0.89005,0.872
853,0.89285,0.874
854,0.8913166666666666,0.8696
855,0.8883166666666666,0.8672
856,0.8885666666666666,0.8702
857,0.8903833333333333,0.8722
858,0.8892666666666666,0.8692
859,0.8916833333333334,0.8722
860,0.8875833333333333,0.8656
861,0.8895,0.8698
862,0.88745,0.8666
863,0.8888666666666667,0.8748
864,0.88635,0.8636
865,0.89025,0.8738
866,0.8899666666666667,0.8698
867,0.8876,0.872
868,0.8898166666666667,0.8688
869,0.8920666666666667,0.8772
870,0.8906,0.873
871,0.8928666666666667,0.8738
872,0.8869833333333333,0.8646
873,0.89085,0.8736
874,0.8889,0.8704
875,0.8896833333333334,0.8718
876,0.8911333333333333,0.8712
877,0.8887666666666667,0.8674
878,0.89105,0.8734
879,0.89155,0.8696
880,0.8927333333333334,0.8784
881,0.8927333333333334,0.8784
882,0.8923,0.8704
883,0.8878666666666667,0.8712
884,0.8879666666666667,0.872
885,0.8878,0.8702
886,0.8919166666666667,0.8728
887,0.8878333333333334,0.8702
888,0.8844166666666666,0.8668
889,0.8883,0.871
890,0.88865,0.872
891,0.89015,0.8726
892,0.8870666666666667,0.8614
893,0.8897,0.8654
894,0.8883666666666666,0.8698
895,0.8886666666666667,0.8726
896,0.88785,0.8678
897,0.8910166666666667,0.872
898,0.8861833333333333,0.862
899,0.8914,0.8672
900,0.8885333333333333,0.868
901,0.8892833333333333,0.8758
902,0.8885166666666666,0.8698
903,0.8888166666666667,0.8672
904,0.8858333333333334,0.869
905,0.88975,0.8718
906,0.88665,0.868
907,0.8872,0.8684
908,0.8868,0.8706
909,0.88885,0.8686
910,0.8835666666666666,0.8658
911,0.8854166666666666,0.8638
912,0.8846666666666667,0.8692
913,0.8870833333333333,0.8636
914,0.8905166666666666,0.8704
915,0.8878333333333334,0.8632
916,0.8875666666666666,0.8666
917,0.8863833333333333,0.8634
918,0.8869666666666667,0.8608
919,0.88565,0.8572
920,0.8873833333333333,0.864
921,0.8860166666666667,0.8626
922,0.88755,0.8726
923,0.88865,0.8684
924,0.88865,0.8684
925,0.8888,0.8712
926,0.8856,0.862
927,0.8909333333333334,0.872
928,0.8894,0.8702
929,0.8920666666666667,0.8696
930,0.8896166666666666,0.8692
931,0.8900333333333333,0.8694
932,0.8892166666666667,0.8692
933,0.88805,0.8704
934,0.8880166666666667,0.8692
935,0.8889333333333334,0.8706
936,0.8897333333333334,0.8696
937,0.89255,0.8754
938,0.8893166666666666,0.874
939,0.8890333333333333,0.8676
940,0.8899166666666667,0.873
941,0.8932666666666667,0.8738
942,0.8903833333333333,0.872
943,0.8898166666666667,0.8716
944,0.8873833333333333,0.8672
945,0.8897166666666667,0.868
946,0.8896333333333334,0.873
947,0.8895333333333333,0.8682
948,0.8904833333333333,0.8724
949,0.8862666666666666,0.865
950,0.8849,0.8658
951,0.88635,0.8654
952,0.8889166666666667,0.8706
953,0.8897666666666667,0.8694
954,0.8871166666666667,0.8712
955,0.8871166666666667,0.8712
956,0.8887833333333334,0.8632
957,0.8878666666666667,0.8652
958,0.8913333333333333,0.866
959,0.88935,0.8726
960,0.88915,0.8694
961,0.8914666666666666,0.871
962,0.88735,0.8682
963,0.88735,0.8682
964,0.8862666666666666,0.867
965,0.8893666666666666,0.8676
966,0.8889666666666667,0.869
967,0.8885,0.8686
968,0.8862166666666667,0.866
