,accuracy_train,accuracy_test
969,0.88525,0.867
970,0.8854666666666666,0.865
971,0.8876333333333334,0.867
972,0.8867333333333334,0.8664
973,0.8877666666666667,0.8666
974,0.8861833333333333,0.8654
975,0.8885166666666666,0.8658
976,0.8810166666666667,0.862
977,0.8844166666666666,0.8592
978,0.8838333333333334,0.864
979,0.8871666666666667,0.8672
980,0.8874,0.8694
981,0.88825,0.8682
982,0.88825,0.8682
983,0.8887,0.8624
984,0.8889,0.8706
985,0.8895333333333333,0.8672
986,0.8873166666666666,0.8698
987,0.8899666666666667,0.8722
988,0.88725,0.869
989,0.8880166666666667,0.8688
990,0.8836,0.8668
991,0.8877833333333334,0.8698
992,0.8866,0.8686
993,0.8857166666666667,0.864
994,0.8861,0.8648
995,0.8864333333333333,0.8704
996,0.8867,0.8694
997,0.88705,0.8728
998,0.8867166666666667,0.8686
999,0.8891833333333333,0.8714
