,accuracy_train,accuracy_test,W_norm,a_norm,W_bias_norm,a_bias_norm
106,0.9361666666666667,0.909,0.037273768335580826,0.8422372341156006,0.031366292387247086,0.4002844989299774
107,0.9361666666666667,0.909,0.037273768335580826,0.8422372341156006,0.031366292387247086,0.4002844989299774
108,0.9361666666666667,0.909,0.037273768335580826,0.8422372341156006,0.031366292387247086,0.4002844989299774
109,0.9365166666666667,0.9112,0.0374862477183342,0.8424973487854004,0.03272227942943573,0.345576673746109
110,0.9365166666666667,0.9112,0.0374862477183342,0.8424973487854004,0.03272227942943573,0.345576673746109
111,0.9351166666666667,0.912,0.0373016819357872,0.8464605212211609,0.02886688895523548,0.3815474808216095
112,0.9378,0.9192,0.03740581497550011,0.8603881597518921,0.04360322281718254,0.300340473651886
113,0.9361,0.9152,0.03728865459561348,0.8600758910179138,0.03197585418820381,0.2972147464752197
114,0.9361,0.9152,0.03728865459561348,0.8600758910179138,0.03197585418820381,0.2972147464752197
115,0.9373333333333334,0.913,0.03755074739456177,0.8541065454483032,0.03385390341281891,0.3027537763118744
116,0.9370166666666667,0.9118,0.037235427647829056,0.8515444397926331,0.0378279983997345,0.4342992603778839
117,0.9370166666666667,0.9118,0.037235427647829056,0.8515444397926331,0.0378279983997345,0.4342992603778839
118,0.9370166666666667,0.9118,0.037235427647829056,0.8515444397926331,0.0378279983997345,0.4342992603778839
119,0.9370166666666667,0.9118,0.037235427647829056,0.8515444397926331,0.0378279983997345,0.4342992603778839
120,0.9378333333333333,0.9102,0.037210863083601,0.8537216782569885,0.037903547286987305,0.2763790786266327
121,0.9373,0.9158,0.03719126805663109,0.8477698564529419,0.0342390350997448,0.25809529423713684
122,0.9375333333333333,0.9126,0.037378620356321335,0.8847292065620422,0.03027261234819889,0.24120819568634033
123,0.9383833333333333,0.9156,0.03729347884654999,0.8790401220321655,0.027241555973887444,0.27913880348205566
124,0.93815,0.9118,0.03742014244198799,0.8699958920478821,0.029202686622738838,0.35142993927001953
125,0.9375666666666667,0.9112,0.03745994716882706,0.8772168755531311,0.029661109670996666,0.3418954610824585
126,0.9377166666666666,0.9168,0.037697967141866684,0.8389769196510315,0.028447318822145462,0.3154967427253723
127,0.9362833333333334,0.915,0.03775601461529732,0.838594913482666,0.025572173297405243,0.31675201654434204
128,0.9362833333333334,0.9098,0.037463754415512085,0.834382951259613,0.03856086730957031,0.2736186385154724
129,0.9362833333333334,0.9098,0.037463754415512085,0.834382951259613,0.03856086730957031,0.2736186385154724
130,0.9370333333333334,0.9106,0.03698144108057022,0.8330278992652893,0.04462676867842674,0.3306388854980469
131,0.9370333333333334,0.9106,0.03698144108057022,0.8330278992652893,0.04462676867842674,0.3306388854980469
132,0.9372666666666667,0.91,0.037198472768068314,0.8424868583679199,0.04158866032958031,0.32035210728645325
133,0.9359,0.9114,0.03734448179602623,0.8451822400093079,0.03056863509118557,0.32977601885795593
134,0.93765,0.9122,0.037928272038698196,0.8633009791374207,0.034999627619981766,0.3611624538898468
135,0.9359666666666666,0.9096,0.03750605136156082,0.8627451658248901,0.029084239155054092,0.31831642985343933
136,0.9378833333333333,0.912,0.0377473421394825,0.8416157364845276,0.03572189435362816,0.2934209704399109
137,0.9373833333333333,0.9148,0.037484243512153625,0.8337529897689819,0.03959358483552933,0.2745039761066437
138,0.9373833333333333,0.9148,0.037484243512153625,0.8337529897689819,0.03959358483552933,0.2745039761066437
139,0.9375166666666667,0.908,0.037830986082553864,0.8419597148895264,0.042866770178079605,0.2904718518257141
140,0.9368166666666666,0.9136,0.03800074756145477,0.8522599935531616,0.037896979600191116,0.379752516746521
141,0.9387833333333333,0.9106,0.037991661578416824,0.8418114185333252,0.029968349263072014,0.34919437766075134
142,0.9387833333333333,0.9106,0.037991661578416824,0.8418114185333252,0.029968349263072014,0.34919437766075134
143,0.9387833333333333,0.9106,0.037991661578416824,0.8418114185333252,0.029968349263072014,0.34919437766075134
144,0.9372,0.9112,0.03797644004225731,0.8550456762313843,0.022879362106323242,0.31724318861961365
145,0.93655,0.9128,0.03807969018816948,0.8401482701301575,0.03862491995096207,0.3578510284423828
146,0.9369166666666666,0.9144,0.03766229748725891,0.8438223004341125,0.03723780810832977,0.3300210237503052
147,0.9357833333333333,0.911,0.037534698843955994,0.8466088771820068,0.03503607586026192,0.28214725852012634
148,0.93525,0.9084,0.03739248216152191,0.8471499085426331,0.03473104536533356,0.3321363627910614
149,0.9379333333333333,0.9086,0.0376814603805542,0.8502695560455322,0.026607010513544083,0.38128894567489624
150,0.9371833333333334,0.9112,0.037931524217128754,0.8268377780914307,0.024412743747234344,0.36697056889533997
151,0.9368,0.9102,0.037474069744348526,0.84792160987854,0.028697488829493523,0.4254067838191986
152,0.9379666666666666,0.9156,0.03768076002597809,0.8414906859397888,0.03544699028134346,0.3503841161727905
153,0.9363333333333334,0.9128,0.03736816346645355,0.8376585245132446,0.03590796887874603,0.28876039385795593
154,0.93705,0.911,0.03709800913929939,0.8559013605117798,0.03345273435115814,0.3030221164226532
155,0.93705,0.911,0.03709800913929939,0.8559013605117798,0.03345273435115814,0.3030221164226532
156,0.9369666666666666,0.9118,0.0375639982521534,0.8370469808578491,0.025833366438746452,0.4781437814235687
157,0.9362333333333334,0.91,0.03731078654527664,0.854480504989624,0.03045777976512909,0.41705310344696045
158,0.9358333333333333,0.9108,0.03706543520092964,0.8752678632736206,0.023516885936260223,0.3230910003185272
159,0.9358333333333333,0.9108,0.03706543520092964,0.8752678632736206,0.023516885936260223,0.3230910003185272
160,0.9358333333333333,0.9108,0.03706543520092964,0.8752678632736206,0.023516885936260223,0.3230910003185272
161,0.9358333333333333,0.9108,0.03706543520092964,0.8752678632736206,0.023516885936260223,0.3230910003185272
162,0.9377666666666666,0.9098,0.03707156702876091,0.8529508113861084,0.038217395544052124,0.28492721915245056
163,0.9377666666666666,0.9098,0.03707156702876091,0.8529508113861084,0.038217395544052124,0.28492721915245056
164,0.9377666666666666,0.9098,0.03707156702876091,0.8529508113861084,0.038217395544052124,0.28492721915245056
165,0.9377666666666666,0.9098,0.03707156702876091,0.8529508113861084,0.038217395544052124,0.28492721915245056
166,0.9378,0.9102,0.03721826151013374,0.8496374487876892,0.03904207423329353,0.35200580954551697
167,0.9360166666666667,0.9114,0.03723588585853577,0.8494888544082642,0.04736112803220749,0.3746422231197357
168,0.9363833333333333,0.9098,0.0375417023897171,0.8267689943313599,0.030970007181167603,0.3577553927898407
169,0.9363833333333333,0.9098,0.0375417023897171,0.8267689943313599,0.030970007181167603,0.3577553927898407
170,0.9363833333333333,0.9098,0.0375417023897171,0.8267689943313599,0.030970007181167603,0.3577553927898407
171,0.9357166666666666,0.9098,0.03725003823637962,0.8491271734237671,0.038460902869701385,0.39464008808135986
172,0.9373,0.9118,0.03723330795764923,0.8293927907943726,0.05400608107447624,0.3876344859600067
173,0.9373,0.9118,0.03723330795764923,0.8293927907943726,0.05400608107447624,0.3876344859600067
174,0.9362,0.908,0.037139832973480225,0.8371989130973816,0.04445962235331535,0.30860140919685364
175,0.9360166666666667,0.9132,0.03748142346739769,0.83592289686203,0.04088965803384781,0.2637702524662018
176,0.93635,0.9094,0.037253107875585556,0.8442932963371277,0.05120028555393219,0.24354517459869385
177,0.93705,0.9126,0.037534672766923904,0.8296918869018555,0.03357524052262306,0.21968907117843628
178,0.93705,0.9126,0.037534672766923904,0.8296918869018555,0.03357524052262306,0.21968907117843628
179,0.9359,0.9094,0.037381961941719055,0.8368105292320251,0.018875857815146446,0.3321322202682495
180,0.9377,0.9162,0.03739336505532265,0.8437585830688477,0.03385272994637489,0.35208946466445923
181,0.9366666666666666,0.91,0.037167154252529144,0.85524582862854,0.039006080478429794,0.26363813877105713
182,0.9366666666666666,0.91,0.037167154252529144,0.85524582862854,0.039006080478429794,0.26363813877105713
183,0.9373166666666667,0.9146,0.037519603967666626,0.8395586609840393,0.032647937536239624,0.2836240231990814
184,0.9373333333333334,0.9132,0.03702861815690994,0.8589491248130798,0.03469913452863693,0.35442835092544556
185,0.9380166666666667,0.9134,0.037133924663066864,0.8568547964096069,0.03477885574102402,0.3785725235939026
186,0.93785,0.9114,0.03739006444811821,0.8545607328414917,0.03264117240905762,0.4727420508861542
187,0.9367,0.9116,0.03756339102983475,0.8448243737220764,0.03167174756526947,0.4518704116344452
188,0.9367,0.9116,0.03756339102983475,0.8448243737220764,0.03167174756526947,0.4518704116344452
189,0.9366333333333333,0.9116,0.03737494349479675,0.8466973900794983,0.03831048682332039,0.3924393057823181
190,0.9367666666666666,0.9108,0.03759435936808586,0.8481954336166382,0.03163444623351097,0.33718693256378174
191,0.9375166666666667,0.911,0.037657544016838074,0.8511168956756592,0.026531366631388664,0.27307039499282837
192,0.9381666666666667,0.9088,0.038018520921468735,0.8584021329879761,0.029843442142009735,0.3283652663230896
193,0.9381666666666667,0.9088,0.038018520921468735,0.8584021329879761,0.029843442142009735,0.3283652663230896
194,0.9354666666666667,0.9072,0.03765984997153282,0.8398751616477966,0.027741078287363052,0.31675395369529724
195,0.9371166666666667,0.9124,0.037678733468055725,0.8403393030166626,0.03321932256221771,0.36496996879577637
196,0.9371166666666667,0.9124,0.037678733468055725,0.8403393030166626,0.03321932256221771,0.36496996879577637
197,0.9347833333333333,0.9108,0.03742249310016632,0.8406069278717041,0.02624160423874855,0.33648282289505005
198,0.9347833333333333,0.9108,0.03742249310016632,0.8406069278717041,0.02624160423874855,0.33648282289505005
199,0.9368666666666666,0.9128,0.03812847286462784,0.840636134147644,0.03796044737100601,0.4056808352470398
200,0.93605,0.9106,0.03755932301282883,0.8618391752243042,0.03410736471414566,0.4428298771381378
201,0.9366833333333333,0.912,0.037724729627370834,0.8716642260551453,0.03756033256649971,0.40378859639167786
202,0.9376666666666666,0.908,0.0376957468688488,0.8440625667572021,0.036990806460380554,0.41528263688087463
203,0.9371333333333334,0.9128,0.037895482033491135,0.8599993586540222,0.03121650032699108,0.2709799110889435
204,0.9363666666666667,0.9134,0.03772693872451782,0.853875458240509,0.03417886793613434,0.21792049705982208
205,0.9366166666666667,0.9168,0.037648756057024,0.8297998309135437,0.025659609586000443,0.2755260765552521
206,0.9377,0.9094,0.03779761493206024,0.8541862964630127,0.03479070961475372,0.2838030457496643
207,0.9377666666666666,0.9096,0.03760698065161705,0.860645592212677,0.030802687630057335,0.3442048728466034
208,0.93675,0.9078,0.03764903545379639,0.8497627377510071,0.0386359877884388,0.3399336636066437
209,0.9358833333333333,0.914,0.03752799704670906,0.8430478572845459,0.0372515507042408,0.4195917546749115
210,0.9366,0.9094,0.03741283714771271,0.8484593033790588,0.04040064290165901,0.3725874423980713
211,0.9359,0.9136,0.037463825196027756,0.8550516963005066,0.035563066601753235,0.3541758954524994
212,0.9356666666666666,0.9124,0.037254054099321365,0.8575394749641418,0.03674865514039993,0.32720205187797546
213,0.9376166666666667,0.9102,0.03718927502632141,0.8307125568389893,0.038079213351011276,0.3809671998023987
214,0.9376166666666667,0.9102,0.03718927502632141,0.8307125568389893,0.038079213351011276,0.3809671998023987
215,0.9376166666666667,0.9102,0.03718927502632141,0.8307125568389893,0.038079213351011276,0.3809671998023987
216,0.9372166666666667,0.9102,0.03736690431833267,0.8473048806190491,0.03306470438838005,0.4251871705055237
217,0.9374666666666667,0.9126,0.037307851016521454,0.8498188853263855,0.03795066475868225,0.3635947108268738
218,0.936,0.9112,0.03733906149864197,0.8878127932548523,0.02333645708858967,0.19830754399299622
219,0.9362833333333334,0.9124,0.03749200329184532,0.829135000705719,0.03672948107123375,0.2140074074268341
220,0.9365166666666667,0.9112,0.03783562034368515,0.8360005617141724,0.03994299843907356,0.1857968121767044
221,0.9367,0.9096,0.03745415434241295,0.8387390375137329,0.04305100440979004,0.25991764664649963
222,0.9384,0.9126,0.03774509206414223,0.8368762135505676,0.04413900524377823,0.2331802248954773
223,0.9371333333333334,0.914,0.03734230622649193,0.8480527997016907,0.038100484758615494,0.26705431938171387
224,0.9375166666666667,0.9142,0.03765714168548584,0.8452070355415344,0.033883918076753616,0.3064632713794708
225,0.9373666666666667,0.9128,0.03729640319943428,0.869035542011261,0.0299276914447546,0.31791990995407104
226,0.9378666666666666,0.91,0.03709660843014717,0.8928526639938354,0.037919703871011734,0.28847235441207886
227,0.9368833333333333,0.914,0.037205446511507034,0.8642756342887878,0.04236644506454468,0.4289500117301941
228,0.9383,0.9122,0.03694756701588631,0.8578219413757324,0.03658156469464302,0.3905993103981018
229,0.9372333333333334,0.9098,0.03682092949748039,0.8657084703445435,0.04783390462398529,0.3576550781726837
230,0.9390333333333334,0.9124,0.03706938028335571,0.8545211553573608,0.03655414655804634,0.36958304047584534
231,0.9366833333333333,0.9112,0.03713199868798256,0.8411428332328796,0.038799647241830826,0.4217653274536133
232,0.9382666666666667,0.9158,0.03731285035610199,0.8334423899650574,0.03903784975409508,0.41688215732574463
233,0.9390666666666667,0.912,0.03718478977680206,0.8770086169242859,0.03327206149697304,0.44036486744880676
234,0.9383333333333334,0.9128,0.03720831125974655,0.8512268662452698,0.03108225017786026,0.4109021723270416
235,0.9381833333333334,0.9154,0.03730794042348862,0.8348020315170288,0.024140233173966408,0.34913668036460876
236,0.9381833333333334,0.9154,0.03730794042348862,0.8348020315170288,0.024140233173966408,0.34913668036460876
237,0.93615,0.9096,0.03720217943191528,0.8503376245498657,0.028344832360744476,0.2784477770328522
238,0.93815,0.9124,0.037201426923274994,0.8207941055297852,0.034586578607559204,0.2972283959388733
239,0.9374666666666667,0.9084,0.037495970726013184,0.8551148176193237,0.04313814640045166,0.2676950693130493
240,0.93705,0.911,0.03779452666640282,0.8352230787277222,0.030260490253567696,0.320574551820755
241,0.9374333333333333,0.9124,0.03791432082653046,0.8499347567558289,0.03537042811512947,0.353766530752182
242,0.9383,0.9166,0.037867940962314606,0.8393487334251404,0.035247765481472015,0.30588650703430176
243,0.9372333333333334,0.9132,0.038007594645023346,0.8414219617843628,0.03850921615958214,0.3541111946105957
244,0.9381833333333334,0.9138,0.03756161034107208,0.853972852230072,0.03506127744913101,0.27553996443748474
245,0.9381833333333334,0.9138,0.03756161034107208,0.853972852230072,0.03506127744913101,0.27553996443748474
246,0.9378333333333333,0.912,0.037759263068437576,0.8586505055427551,0.02555348537862301,0.32375970482826233
247,0.9371,0.9152,0.03788093850016594,0.8672885894775391,0.028375528752803802,0.2823013365268707
248,0.9371,0.9152,0.03788093850016594,0.8672885894775391,0.028375528752803802,0.2823013365268707
249,0.9371,0.9152,0.03788093850016594,0.8672885894775391,0.028375528752803802,0.2823013365268707
250,0.9371,0.9152,0.03788093850016594,0.8672885894775391,0.028375528752803802,0.2823013365268707
251,0.9364833333333333,0.9106,0.0379883348941803,0.8299402594566345,0.03213389217853546,0.347121000289917
252,0.9364833333333333,0.9106,0.0379883348941803,0.8299402594566345,0.03213389217853546,0.347121000289917
253,0.93805,0.9146,0.0376104898750782,0.8538891077041626,0.03365904837846756,0.26470884680747986
254,0.9365833333333333,0.9144,0.03753283619880676,0.8479620814323425,0.03580045327544212,0.30907464027404785
255,0.9365833333333333,0.9144,0.03753283619880676,0.8479620814323425,0.03580045327544212,0.30907464027404785
256,0.9373166666666667,0.9124,0.037531014531850815,0.8507084250450134,0.03645502030849457,0.32625776529312134
257,0.9364333333333333,0.914,0.037490349262952805,0.8604463934898376,0.039797354489564896,0.26335546374320984
258,0.9364333333333333,0.914,0.037490349262952805,0.8604463934898376,0.039797354489564896,0.26335546374320984
259,0.9364333333333333,0.914,0.037490349262952805,0.8604463934898376,0.039797354489564896,0.26335546374320984
260,0.93785,0.9134,0.037790846079587936,0.837314784526825,0.03114514984190464,0.2996924817562103
261,0.9376666666666666,0.914,0.037780601531267166,0.835746705532074,0.03252021595835686,0.24830715358257294
262,0.9384666666666667,0.9112,0.03778204321861267,0.8421686291694641,0.03667409345507622,0.24030740559101105
263,0.9379833333333333,0.9104,0.03759625554084778,0.8489675521850586,0.03416765481233597,0.25248220562934875
264,0.9373833333333333,0.9074,0.03729910030961037,0.839142382144928,0.03619537502527237,0.36796095967292786
265,0.9373833333333333,0.9074,0.03729910030961037,0.839142382144928,0.03619537502527237,0.36796095967292786
266,0.9385,0.915,0.03743091598153114,0.8690464496612549,0.03568654879927635,0.37297523021698
267,0.9381166666666667,0.913,0.03751488775014877,0.8870717287063599,0.038341816514730453,0.5087005496025085
268,0.9381166666666667,0.913,0.03751488775014877,0.8870717287063599,0.038341816514730453,0.5087005496025085
269,0.9376666666666666,0.9128,0.03738490864634514,0.8710582852363586,0.026499954983592033,0.41402676701545715
270,0.9384666666666667,0.9154,0.03761176019906998,0.8809247612953186,0.03393877297639847,0.40990903973579407
271,0.9384666666666667,0.9154,0.03761176019906998,0.8809247612953186,0.03393877297639847,0.40990903973579407
272,0.9384666666666667,0.9154,0.03761176019906998,0.8809247612953186,0.03393877297639847,0.40990903973579407
273,0.9384666666666667,0.9154,0.03761176019906998,0.8809247612953186,0.03393877297639847,0.40990903973579407
