t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
4092 1.0400e-01 8.1483e-02 3.7582e+00 5.2939e+00 1.0520e-01 4.6849e-01 2.0818e+01
4093 1.0300e-01 8.1700e-02 3.7569e+00 5.2939e+00 1.0541e-01 4.6742e-01 2.0823e+01
4094 1.0300e-01 8.1700e-02 3.7569e+00 5.2939e+00 1.0541e-01 4.6742e-01 2.0828e+01
4095 1.0300e-01 8.1700e-02 3.7569e+00 5.2939e+00 1.0541e-01 4.6742e-01 2.0833e+01
4096 1.0300e-01 8.1700e-02 3.7569e+00 5.2939e+00 1.0541e-01 4.6742e-01 2.0838e+01
4097 1.0340e-01 8.1783e-02 3.7581e+00 5.2931e+00 1.0889e-01 4.6734e-01 2.0843e+01
4098 1.0520e-01 8.1800e-02 3.7569e+00 5.2977e+00 1.0947e-01 4.6182e-01 2.0848e+01
4099 1.0380e-01 8.1433e-02 3.7569e+00 5.3011e+00 1.0830e-01 4.6410e-01 2.0853e+01
4100 1.0220e-01 8.1833e-02 3.7579e+00 5.2987e+00 1.0733e-01 4.6295e-01 2.0858e+01
4101 1.0220e-01 8.1833e-02 3.7579e+00 5.2987e+00 1.0733e-01 4.6295e-01 2.0863e+01
4102 1.0320e-01 8.1800e-02 3.7557e+00 5.3015e+00 1.0607e-01 4.5941e-01 2.0868e+01
4103 1.0320e-01 8.1800e-02 3.7557e+00 5.3015e+00 1.0607e-01 4.5941e-01 2.0873e+01
4104 1.0320e-01 8.1800e-02 3.7557e+00 5.3015e+00 1.0607e-01 4.5941e-01 2.0878e+01
4105 1.0460e-01 8.2567e-02 3.7569e+00 5.3006e+00 1.0518e-01 4.6082e-01 2.0883e+01
4106 1.0380e-01 8.2617e-02 3.7544e+00 5.3049e+00 1.0563e-01 4.6126e-01 2.0888e+01
4107 1.0380e-01 8.2617e-02 3.7544e+00 5.3049e+00 1.0563e-01 4.6126e-01 2.0893e+01
4108 1.0420e-01 8.2717e-02 3.7529e+00 5.3051e+00 1.0262e-01 4.5791e-01 2.0898e+01
4109 1.0460e-01 8.2450e-02 3.7544e+00 5.3059e+00 1.0807e-01 4.6031e-01 2.0903e+01
4110 1.0360e-01 8.2850e-02 3.7533e+00 5.3076e+00 1.1287e-01 4.6007e-01 2.0908e+01
4111 1.0480e-01 8.2850e-02 3.7525e+00 5.3086e+00 1.1139e-01 4.5930e-01 2.0913e+01
4112 1.0480e-01 8.2850e-02 3.7525e+00 5.3086e+00 1.1139e-01 4.5930e-01 2.0918e+01
4113 1.0340e-01 8.2700e-02 3.7529e+00 5.3105e+00 1.1124e-01 4.5796e-01 2.0923e+01
4114 1.0260e-01 8.2400e-02 3.7541e+00 5.3079e+00 1.1356e-01 4.5822e-01 2.0928e+01
4115 1.0300e-01 8.2050e-02 3.7531e+00 5.3118e+00 1.1540e-01 4.6062e-01 2.0934e+01
4116 1.0280e-01 8.2200e-02 3.7526e+00 5.3110e+00 1.1648e-01 4.6263e-01 2.0939e+01
4117 1.0340e-01 8.2183e-02 3.7506e+00 5.3135e+00 1.1638e-01 4.6494e-01 2.0944e+01
4118 1.0460e-01 8.2567e-02 3.7523e+00 5.3114e+00 1.1754e-01 4.6623e-01 2.0949e+01
4119 1.0420e-01 8.2700e-02 3.7483e+00 5.3100e+00 1.1425e-01 4.6789e-01 2.0954e+01
4120 1.0380e-01 8.2117e-02 3.7495e+00 5.3114e+00 1.1973e-01 4.6839e-01 2.0959e+01
4121 1.0300e-01 8.2083e-02 3.7505e+00 5.3137e+00 1.1665e-01 4.6518e-01 2.0965e+01
4122 1.0320e-01 8.2183e-02 3.7486e+00 5.3125e+00 1.1754e-01 4.6296e-01 2.0970e+01
4123 1.0320e-01 8.2183e-02 3.7486e+00 5.3125e+00 1.1754e-01 4.6296e-01 2.0974e+01
4124 1.0320e-01 8.2183e-02 3.7486e+00 5.3125e+00 1.1754e-01 4.6296e-01 2.0979e+01
4125 1.0200e-01 8.2533e-02 3.7492e+00 5.3120e+00 1.2226e-01 4.6134e-01 2.0984e+01
4126 1.0380e-01 8.2000e-02 3.7495e+00 5.3130e+00 1.2227e-01 4.6237e-01 2.0990e+01
4127 1.0200e-01 8.2083e-02 3.7514e+00 5.3154e+00 1.2357e-01 4.6351e-01 2.0995e+01
4128 1.0240e-01 8.2000e-02 3.7480e+00 5.3174e+00 1.2428e-01 4.6297e-01 2.1000e+01
4129 1.0140e-01 8.1950e-02 3.7459e+00 5.3148e+00 1.1965e-01 4.6115e-01 2.1005e+01
4130 1.0140e-01 8.1950e-02 3.7459e+00 5.3148e+00 1.1965e-01 4.6115e-01 2.1010e+01
4131 1.0160e-01 8.2383e-02 3.7454e+00 5.3110e+00 1.2115e-01 4.6061e-01 2.1015e+01
4132 1.0160e-01 8.2383e-02 3.7454e+00 5.3110e+00 1.2115e-01 4.6061e-01 2.1020e+01
4133 1.0100e-01 8.2033e-02 3.7464e+00 5.3146e+00 1.2290e-01 4.6117e-01 2.1025e+01
4134 1.0280e-01 8.2150e-02 3.7451e+00 5.3140e+00 1.2331e-01 4.5853e-01 2.1030e+01
4135 1.0320e-01 8.2117e-02 3.7417e+00 5.3128e+00 1.2249e-01 4.6043e-01 2.1035e+01
4136 1.0320e-01 8.2117e-02 3.7417e+00 5.3128e+00 1.2249e-01 4.6043e-01 2.1040e+01
4137 1.0080e-01 8.1717e-02 3.7409e+00 5.3108e+00 1.2067e-01 4.6224e-01 2.1045e+01
4138 1.0080e-01 8.1717e-02 3.7409e+00 5.3108e+00 1.2067e-01 4.6224e-01 2.1050e+01
4139 1.0200e-01 8.1317e-02 3.7422e+00 5.3151e+00 1.2000e-01 4.6565e-01 2.1055e+01
4140 1.0200e-01 8.1317e-02 3.7422e+00 5.3151e+00 1.2000e-01 4.6565e-01 2.1060e+01
4141 1.0200e-01 8.1317e-02 3.7422e+00 5.3151e+00 1.2000e-01 4.6565e-01 2.1065e+01
4142 1.0260e-01 8.1483e-02 3.7390e+00 5.3168e+00 1.2102e-01 4.6683e-01 2.1070e+01
4143 1.0320e-01 8.1517e-02 3.7379e+00 5.3149e+00 1.2021e-01 4.6643e-01 2.1075e+01
4144 1.0360e-01 8.1500e-02 3.7391e+00 5.3183e+00 1.2007e-01 4.6811e-01 2.1080e+01
4145 1.0460e-01 8.1867e-02 3.7418e+00 5.3206e+00 1.1691e-01 4.6947e-01 2.1085e+01
4146 1.0180e-01 8.1133e-02 3.7444e+00 5.3211e+00 1.1903e-01 4.6942e-01 2.1090e+01
4147 1.0040e-01 8.1233e-02 3.7433e+00 5.3242e+00 1.1879e-01 4.7282e-01 2.1095e+01
4148 1.0220e-01 8.1050e-02 3.7445e+00 5.3264e+00 1.2210e-01 4.7363e-01 2.1100e+01
4149 1.0180e-01 8.0700e-02 3.7436e+00 5.3278e+00 1.2021e-01 4.7547e-01 2.1106e+01
4150 1.0060e-01 8.1233e-02 3.7434e+00 5.3286e+00 1.2199e-01 4.7273e-01 2.1111e+01
4151 1.0320e-01 8.1067e-02 3.7432e+00 5.3322e+00 1.2253e-01 4.7423e-01 2.1116e+01
4152 1.0020e-01 8.1517e-02 3.7443e+00 5.3300e+00 1.2261e-01 4.7360e-01 2.1121e+01
4153 1.0040e-01 8.1483e-02 3.7458e+00 5.3303e+00 1.2183e-01 4.7440e-01 2.1126e+01
4154 1.0240e-01 8.1633e-02 3.7443e+00 5.3317e+00 1.1975e-01 4.7660e-01 2.1131e+01
4155 1.0180e-01 8.1467e-02 3.7435e+00 5.3294e+00 1.1928e-01 4.7800e-01 2.1136e+01
4156 1.0200e-01 8.1850e-02 3.7439e+00 5.3295e+00 1.1790e-01 4.7983e-01 2.1141e+01
4157 1.0200e-01 8.1850e-02 3.7439e+00 5.3295e+00 1.1790e-01 4.7983e-01 2.1146e+01
4158 1.0200e-01 8.1850e-02 3.7439e+00 5.3295e+00 1.1790e-01 4.7983e-01 2.1151e+01
4159 1.0260e-01 8.1817e-02 3.7453e+00 5.3302e+00 1.1605e-01 4.8451e-01 2.1156e+01
4160 1.0080e-01 8.1967e-02 3.7460e+00 5.3290e+00 1.1627e-01 4.8417e-01 2.1161e+01
4161 1.0040e-01 8.1283e-02 3.7473e+00 5.3332e+00 1.1406e-01 4.8377e-01 2.1166e+01
4162 1.0060e-01 8.1567e-02 3.7478e+00 5.3314e+00 1.1399e-01 4.8554e-01 2.1172e+01
4163 1.0060e-01 8.1567e-02 3.7478e+00 5.3314e+00 1.1399e-01 4.8554e-01 2.1176e+01
4164 1.0060e-01 8.1567e-02 3.7478e+00 5.3314e+00 1.1399e-01 4.8554e-01 2.1181e+01
4165 9.8800e-02 8.1467e-02 3.7493e+00 5.3336e+00 1.1449e-01 4.8384e-01 2.1186e+01
4166 9.8800e-02 8.1467e-02 3.7493e+00 5.3336e+00 1.1449e-01 4.8384e-01 2.1191e+01
4167 9.9400e-02 8.1350e-02 3.7523e+00 5.3351e+00 1.1020e-01 4.8075e-01 2.1196e+01
4168 9.9200e-02 8.1817e-02 3.7506e+00 5.3377e+00 1.1174e-01 4.8028e-01 2.1201e+01
4169 9.9200e-02 8.1517e-02 3.7520e+00 5.3392e+00 1.1012e-01 4.8095e-01 2.1207e+01
4170 1.0200e-01 8.2100e-02 3.7550e+00 5.3386e+00 1.1230e-01 4.8246e-01 2.1212e+01
4171 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1217e+01
4172 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1222e+01
4173 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1226e+01
4174 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1231e+01
4175 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1236e+01
4176 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1241e+01
4177 1.0160e-01 8.1850e-02 3.7528e+00 5.3384e+00 1.0823e-01 4.8359e-01 2.1246e+01
4178 1.0340e-01 8.1683e-02 3.7555e+00 5.3396e+00 1.0840e-01 4.8485e-01 2.1251e+01
4179 1.0100e-01 8.1850e-02 3.7558e+00 5.3393e+00 1.0775e-01 4.8357e-01 2.1256e+01
4180 1.0060e-01 8.1817e-02 3.7589e+00 5.3374e+00 1.0608e-01 4.8539e-01 2.1261e+01
4181 1.0080e-01 8.1633e-02 3.7594e+00 5.3398e+00 1.0600e-01 4.8210e-01 2.1266e+01
4182 1.0200e-01 8.1750e-02 3.7623e+00 5.3403e+00 1.0468e-01 4.8495e-01 2.1271e+01
4183 9.9800e-02 8.1400e-02 3.7655e+00 5.3376e+00 1.0540e-01 4.8680e-01 2.1276e+01
4184 9.9800e-02 8.1483e-02 3.7683e+00 5.3362e+00 1.0651e-01 4.8653e-01 2.1281e+01
4185 1.0200e-01 8.1750e-02 3.7693e+00 5.3393e+00 1.0914e-01 4.8748e-01 2.1287e+01
4186 1.0140e-01 8.2167e-02 3.7701e+00 5.3399e+00 1.1037e-01 4.8825e-01 2.1292e+01
4187 1.0220e-01 8.2050e-02 3.7694e+00 5.3369e+00 1.1049e-01 4.8823e-01 2.1297e+01
4188 1.0060e-01 8.2283e-02 3.7682e+00 5.3336e+00 1.1055e-01 4.8703e-01 2.1302e+01
4189 1.0240e-01 8.1983e-02 3.7688e+00 5.3331e+00 1.1038e-01 4.9020e-01 2.1307e+01
4190 1.0240e-01 8.1983e-02 3.7688e+00 5.3331e+00 1.1038e-01 4.9020e-01 2.1312e+01
4191 1.0240e-01 8.1983e-02 3.7688e+00 5.3331e+00 1.1038e-01 4.9020e-01 2.1317e+01
4192 1.0240e-01 8.1983e-02 3.7688e+00 5.3331e+00 1.1038e-01 4.9020e-01 2.1322e+01
4193 1.0140e-01 8.1500e-02 3.7695e+00 5.3351e+00 1.1104e-01 4.8884e-01 2.1327e+01
4194 9.9400e-02 8.1633e-02 3.7748e+00 5.3351e+00 1.0972e-01 4.8349e-01 2.1332e+01
4195 1.0180e-01 8.1617e-02 3.7724e+00 5.3354e+00 1.0714e-01 4.8494e-01 2.1337e+01
4196 1.0080e-01 8.1850e-02 3.7708e+00 5.3345e+00 1.0629e-01 4.8102e-01 2.1342e+01
4197 1.0100e-01 8.0917e-02 3.7721e+00 5.3344e+00 1.0113e-01 4.8125e-01 2.1347e+01
4198 9.9800e-02 8.0833e-02 3.7747e+00 5.3333e+00 9.9063e-02 4.8015e-01 2.1352e+01
4199 9.9800e-02 8.0833e-02 3.7747e+00 5.3333e+00 9.9063e-02 4.8015e-01 2.1357e+01
4200 1.0080e-01 8.0783e-02 3.7732e+00 5.3331e+00 1.0066e-01 4.8235e-01 2.1362e+01
4201 1.0160e-01 8.0883e-02 3.7730e+00 5.3400e+00 9.7795e-02 4.8356e-01 2.1367e+01
4202 1.0360e-01 8.0917e-02 3.7719e+00 5.3380e+00 9.7410e-02 4.8373e-01 2.1372e+01
4203 1.0140e-01 8.0550e-02 3.7695e+00 5.3389e+00 9.7366e-02 4.8580e-01 2.1378e+01
4204 1.0440e-01 8.0800e-02 3.7716e+00 5.3395e+00 9.7634e-02 4.9046e-01 2.1383e+01
4205 1.0340e-01 8.1300e-02 3.7725e+00 5.3391e+00 9.7881e-02 4.9061e-01 2.1388e+01
4206 1.0340e-01 8.1300e-02 3.7725e+00 5.3391e+00 9.7881e-02 4.9061e-01 2.1393e+01
4207 1.0180e-01 8.1000e-02 3.7740e+00 5.3416e+00 9.6974e-02 4.9237e-01 2.1398e+01
4208 1.0180e-01 8.1000e-02 3.7740e+00 5.3416e+00 9.6974e-02 4.9237e-01 2.1403e+01
4209 1.0240e-01 8.1067e-02 3.7754e+00 5.3420e+00 9.3820e-02 4.9261e-01 2.1408e+01
4210 1.0240e-01 8.1067e-02 3.7754e+00 5.3420e+00 9.3820e-02 4.9261e-01 2.1413e+01
4211 1.0240e-01 8.1300e-02 3.7767e+00 5.3451e+00 9.5743e-02 4.9410e-01 2.1418e+01
4212 1.0320e-01 8.0850e-02 3.7736e+00 5.3445e+00 9.4506e-02 4.9326e-01 2.1423e+01
4213 1.0340e-01 8.0867e-02 3.7723e+00 5.3432e+00 9.4843e-02 4.9392e-01 2.1428e+01
4214 1.0180e-01 8.0817e-02 3.7680e+00 5.3474e+00 9.7361e-02 4.9262e-01 2.1433e+01
4215 1.0260e-01 8.0833e-02 3.7651e+00 5.3464e+00 9.5911e-02 4.9218e-01 2.1438e+01
4216 1.0220e-01 8.0867e-02 3.7660e+00 5.3453e+00 9.7831e-02 4.9245e-01 2.1443e+01
4217 1.0220e-01 8.0867e-02 3.7660e+00 5.3453e+00 9.7831e-02 4.9245e-01 2.1448e+01
4218 1.0220e-01 8.0867e-02 3.7660e+00 5.3453e+00 9.7831e-02 4.9245e-01 2.1453e+01
4219 1.0380e-01 8.0867e-02 3.7641e+00 5.3471e+00 9.8348e-02 4.9437e-01 2.1458e+01
4220 1.0260e-01 8.0850e-02 3.7634e+00 5.3469e+00 1.0174e-01 4.9325e-01 2.1463e+01
4221 1.0280e-01 8.1083e-02 3.7623e+00 5.3447e+00 1.0160e-01 4.9275e-01 2.1468e+01
4222 1.0380e-01 8.0683e-02 3.7606e+00 5.3452e+00 1.0153e-01 4.9286e-01 2.1474e+01
4223 1.0220e-01 8.0967e-02 3.7594e+00 5.3439e+00 9.9092e-02 4.9051e-01 2.1479e+01
4224 1.0320e-01 8.1167e-02 3.7611e+00 5.3461e+00 1.0056e-01 4.9122e-01 2.1484e+01
4225 1.0160e-01 8.1267e-02 3.7577e+00 5.3473e+00 1.0324e-01 4.8807e-01 2.1489e+01
4226 1.0160e-01 8.1267e-02 3.7577e+00 5.3473e+00 1.0324e-01 4.8807e-01 2.1494e+01
4227 1.0300e-01 8.1050e-02 3.7582e+00 5.3461e+00 1.0542e-01 4.8683e-01 2.1499e+01
4228 1.0300e-01 8.1050e-02 3.7582e+00 5.3461e+00 1.0542e-01 4.8683e-01 2.1504e+01
4229 1.0440e-01 8.1317e-02 3.7576e+00 5.3447e+00 1.0513e-01 4.8322e-01 2.1509e+01
4230 1.0400e-01 8.1417e-02 3.7560e+00 5.3467e+00 1.0301e-01 4.8234e-01 2.1514e+01
4231 1.0400e-01 8.1133e-02 3.7577e+00 5.3474e+00 1.0469e-01 4.8677e-01 2.1519e+01
4232 1.0540e-01 8.1267e-02 3.7588e+00 5.3477e+00 1.0307e-01 4.8548e-01 2.1524e+01
4233 1.0420e-01 8.1650e-02 3.7577e+00 5.3508e+00 9.8125e-02 4.8220e-01 2.1529e+01
4234 1.0560e-01 8.1333e-02 3.7593e+00 5.3498e+00 9.7095e-02 4.8300e-01 2.1534e+01
4235 1.0560e-01 8.1333e-02 3.7593e+00 5.3498e+00 9.7095e-02 4.8300e-01 2.1539e+01
4236 1.0500e-01 8.1850e-02 3.7583e+00 5.3527e+00 9.4960e-02 4.7988e-01 2.1544e+01
4237 1.0360e-01 8.2233e-02 3.7624e+00 5.3559e+00 9.2256e-02 4.7757e-01 2.1549e+01
4238 1.0560e-01 8.1667e-02 3.7614e+00 5.3558e+00 9.2396e-02 4.7829e-01 2.1555e+01
4239 1.0460e-01 8.1617e-02 3.7601e+00 5.3549e+00 9.2611e-02 4.7759e-01 2.1560e+01
4240 1.0500e-01 8.1583e-02 3.7561e+00 5.3586e+00 9.2939e-02 4.7520e-01 2.1565e+01
4241 1.0460e-01 8.1217e-02 3.7550e+00 5.3599e+00 9.5227e-02 4.6955e-01 2.1570e+01
4242 1.0420e-01 8.1467e-02 3.7551e+00 5.3572e+00 9.5643e-02 4.7165e-01 2.1575e+01
4243 1.0460e-01 8.1617e-02 3.7566e+00 5.3552e+00 9.6879e-02 4.7229e-01 2.1580e+01
4244 1.0460e-01 8.1617e-02 3.7566e+00 5.3552e+00 9.6879e-02 4.7229e-01 2.1585e+01
4245 1.0400e-01 8.1567e-02 3.7552e+00 5.3580e+00 9.8909e-02 4.7092e-01 2.1590e+01
4246 1.0420e-01 8.1467e-02 3.7581e+00 5.3596e+00 9.8770e-02 4.7369e-01 2.1595e+01
4247 1.0420e-01 8.1467e-02 3.7581e+00 5.3596e+00 9.8770e-02 4.7369e-01 2.1600e+01
4248 1.0420e-01 8.1467e-02 3.7581e+00 5.3596e+00 9.8770e-02 4.7369e-01 2.1605e+01
4249 1.0440e-01 8.1467e-02 3.7576e+00 5.3610e+00 9.9043e-02 4.7735e-01 2.1610e+01
4250 1.0320e-01 8.1400e-02 3.7539e+00 5.3607e+00 9.8384e-02 4.7801e-01 2.1615e+01
4251 1.0300e-01 8.1650e-02 3.7536e+00 5.3612e+00 1.0040e-01 4.7876e-01 2.1620e+01
4252 1.0360e-01 8.2233e-02 3.7496e+00 5.3605e+00 1.0088e-01 4.7999e-01 2.1625e+01
4253 1.0180e-01 8.2617e-02 3.7491e+00 5.3596e+00 1.0015e-01 4.8034e-01 2.1631e+01
4254 1.0300e-01 8.2983e-02 3.7505e+00 5.3579e+00 1.0143e-01 4.8070e-01 2.1636e+01
4255 1.0480e-01 8.2900e-02 3.7469e+00 5.3583e+00 1.0216e-01 4.8246e-01 2.1641e+01
4256 1.0480e-01 8.2900e-02 3.7469e+00 5.3583e+00 1.0216e-01 4.8246e-01 2.1646e+01
4257 1.0600e-01 8.2883e-02 3.7397e+00 5.3590e+00 1.0153e-01 4.8232e-01 2.1651e+01
4258 1.0500e-01 8.2517e-02 3.7380e+00 5.3566e+00 1.0041e-01 4.8217e-01 2.1656e+01
4259 1.0340e-01 8.2617e-02 3.7347e+00 5.3552e+00 1.0025e-01 4.8366e-01 2.1661e+01
4260 1.0340e-01 8.2617e-02 3.7347e+00 5.3552e+00 1.0025e-01 4.8366e-01 2.1666e+01
4261 1.0360e-01 8.2250e-02 3.7342e+00 5.3553e+00 9.9501e-02 4.8107e-01 2.1671e+01
4262 1.0360e-01 8.2300e-02 3.7325e+00 5.3558e+00 9.5953e-02 4.8101e-01 2.1676e+01
4263 1.0320e-01 8.2417e-02 3.7325e+00 5.3590e+00 9.5956e-02 4.8445e-01 2.1681e+01
4264 1.0320e-01 8.2417e-02 3.7325e+00 5.3590e+00 9.5956e-02 4.8445e-01 2.1686e+01
4265 1.0500e-01 8.2383e-02 3.7326e+00 5.3604e+00 9.2799e-02 4.8405e-01 2.1691e+01
4266 1.0460e-01 8.2667e-02 3.7280e+00 5.3615e+00 9.1293e-02 4.8210e-01 2.1696e+01
4267 1.0460e-01 8.2667e-02 3.7280e+00 5.3615e+00 9.1293e-02 4.8210e-01 2.1701e+01
4268 1.0460e-01 8.2667e-02 3.7280e+00 5.3615e+00 9.1293e-02 4.8210e-01 2.1706e+01
4269 1.0360e-01 8.2683e-02 3.7296e+00 5.3590e+00 9.1968e-02 4.8127e-01 2.1711e+01
4270 1.0340e-01 8.2583e-02 3.7282e+00 5.3585e+00 9.2206e-02 4.8404e-01 2.1716e+01
4271 1.0080e-01 8.2483e-02 3.7252e+00 5.3562e+00 8.8802e-02 4.8583e-01 2.1721e+01
4272 1.0080e-01 8.2483e-02 3.7252e+00 5.3562e+00 8.8802e-02 4.8583e-01 2.1726e+01
4273 1.0380e-01 8.2417e-02 3.7283e+00 5.3556e+00 8.5884e-02 4.8680e-01 2.1731e+01
4274 1.0360e-01 8.3067e-02 3.7255e+00 5.3551e+00 9.0757e-02 4.8342e-01 2.1736e+01
4275 1.0360e-01 8.3067e-02 3.7255e+00 5.3551e+00 9.0757e-02 4.8342e-01 2.1741e+01
4276 1.0360e-01 8.2683e-02 3.7255e+00 5.3529e+00 9.2853e-02 4.8158e-01 2.1746e+01
4277 1.0340e-01 8.2567e-02 3.7284e+00 5.3544e+00 9.0363e-02 4.8303e-01 2.1751e+01
4278 1.0340e-01 8.2567e-02 3.7284e+00 5.3544e+00 9.0363e-02 4.8303e-01 2.1756e+01
4279 1.0420e-01 8.3000e-02 3.7303e+00 5.3570e+00 9.1788e-02 4.7924e-01 2.1761e+01
4280 1.0460e-01 8.2800e-02 3.7297e+00 5.3577e+00 8.9516e-02 4.7999e-01 2.1767e+01
4281 1.0460e-01 8.2800e-02 3.7297e+00 5.3577e+00 8.9516e-02 4.7999e-01 2.1771e+01
4282 1.0380e-01 8.2700e-02 3.7323e+00 5.3619e+00 8.8413e-02 4.8098e-01 2.1776e+01
4283 1.0320e-01 8.2233e-02 3.7343e+00 5.3608e+00 8.9217e-02 4.7878e-01 2.1782e+01
4284 1.0400e-01 8.2317e-02 3.7317e+00 5.3613e+00 8.5554e-02 4.7912e-01 2.1787e+01
4285 1.0220e-01 8.1683e-02 3.7308e+00 5.3598e+00 8.9198e-02 4.7984e-01 2.1792e+01
4286 1.0220e-01 8.1683e-02 3.7308e+00 5.3598e+00 8.9198e-02 4.7984e-01 2.1797e+01
4287 1.0400e-01 8.1483e-02 3.7322e+00 5.3625e+00 9.0861e-02 4.8402e-01 2.1802e+01
4288 1.0300e-01 8.2300e-02 3.7311e+00 5.3617e+00 8.8217e-02 4.8461e-01 2.1807e+01
4289 1.0140e-01 8.2000e-02 3.7329e+00 5.3610e+00 9.1056e-02 4.8758e-01 2.1812e+01
4290 1.0400e-01 8.2183e-02 3.7368e+00 5.3609e+00 9.1531e-02 4.8965e-01 2.1817e+01
4291 1.0260e-01 8.2533e-02 3.7395e+00 5.3610e+00 8.7482e-02 4.8873e-01 2.1822e+01
4292 1.0360e-01 8.2467e-02 3.7389e+00 5.3582e+00 8.7034e-02 4.8997e-01 2.1827e+01
4293 1.0300e-01 8.2517e-02 3.7376e+00 5.3589e+00 8.5242e-02 4.9289e-01 2.1833e+01
4294 1.0300e-01 8.2067e-02 3.7396e+00 5.3610e+00 8.5478e-02 4.9134e-01 2.1838e+01
4295 1.0400e-01 8.2033e-02 3.7380e+00 5.3567e+00 8.4399e-02 4.9184e-01 2.1843e+01
4296 1.0500e-01 8.1783e-02 3.7356e+00 5.3573e+00 8.4197e-02 4.9028e-01 2.1848e+01
4297 1.0500e-01 8.1783e-02 3.7356e+00 5.3573e+00 8.4197e-02 4.9028e-01 2.1853e+01
4298 1.0360e-01 8.1600e-02 3.7392e+00 5.3596e+00 8.6118e-02 4.9332e-01 2.1858e+01
4299 1.0200e-01 8.1250e-02 3.7372e+00 5.3604e+00 8.4615e-02 4.9299e-01 2.1863e+01
4300 1.0340e-01 8.1117e-02 3.7392e+00 5.3592e+00 8.8485e-02 4.9487e-01 2.1868e+01
4301 1.0360e-01 8.1533e-02 3.7373e+00 5.3574e+00 8.8767e-02 4.9441e-01 2.1873e+01
4302 1.0300e-01 8.1833e-02 3.7378e+00 5.3551e+00 8.5086e-02 4.9436e-01 2.1878e+01
4303 1.0240e-01 8.1850e-02 3.7382e+00 5.3580e+00 8.4675e-02 4.9630e-01 2.1883e+01
4304 1.0380e-01 8.2217e-02 3.7399e+00 5.3547e+00 8.7718e-02 4.9847e-01 2.1889e+01
4305 1.0540e-01 8.1817e-02 3.7374e+00 5.3547e+00 8.8426e-02 4.9775e-01 2.1894e+01
4306 1.0620e-01 8.1883e-02 3.7359e+00 5.3583e+00 9.0523e-02 5.0056e-01 2.1899e+01
4307 1.0600e-01 8.1767e-02 3.7374e+00 5.3605e+00 9.3060e-02 5.0167e-01 2.1904e+01
4308 1.0600e-01 8.1767e-02 3.7374e+00 5.3605e+00 9.3060e-02 5.0167e-01 2.1909e+01
4309 1.0520e-01 8.1817e-02 3.7364e+00 5.3625e+00 9.4203e-02 5.0214e-01 2.1914e+01
4310 1.0520e-01 8.1817e-02 3.7364e+00 5.3625e+00 9.4203e-02 5.0214e-01 2.1919e+01
4311 1.0580e-01 8.2550e-02 3.7354e+00 5.3609e+00 9.2822e-02 4.9895e-01 2.1924e+01
4312 1.0540e-01 8.2200e-02 3.7376e+00 5.3593e+00 9.2873e-02 5.0128e-01 2.1929e+01
4313 1.0640e-01 8.2117e-02 3.7362e+00 5.3615e+00 9.2993e-02 5.0164e-01 2.1934e+01
4314 1.0600e-01 8.1867e-02 3.7371e+00 5.3616e+00 9.2575e-02 5.0180e-01 2.1939e+01
4315 1.0600e-01 8.2183e-02 3.7360e+00 5.3596e+00 8.7569e-02 5.0484e-01 2.1945e+01
4316 1.0600e-01 8.2183e-02 3.7360e+00 5.3596e+00 8.7569e-02 5.0484e-01 2.1949e+01
4317 1.0600e-01 8.2183e-02 3.7360e+00 5.3596e+00 8.7569e-02 5.0484e-01 2.1954e+01
4318 1.0720e-01 8.2517e-02 3.7371e+00 5.3585e+00 8.3241e-02 5.0699e-01 2.1959e+01
4319 1.0400e-01 8.2217e-02 3.7374e+00 5.3572e+00 8.3564e-02 5.0657e-01 2.1965e+01
4320 1.0220e-01 8.2117e-02 3.7386e+00 5.3560e+00 8.2789e-02 5.0787e-01 2.1970e+01
4321 1.0220e-01 8.2117e-02 3.7386e+00 5.3560e+00 8.2789e-02 5.0787e-01 2.1974e+01
4322 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.1980e+01
4323 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.1984e+01
4324 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.1989e+01
4325 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.1994e+01
4326 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.1999e+01
4327 1.0120e-01 8.2200e-02 3.7399e+00 5.3571e+00 8.1974e-02 5.0823e-01 2.2004e+01
