t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
666 1.3880e-01 1.1297e-01 3.6448e+00 2.8991e+00 1.5197e-01 2.6743e-01 3.4528e+00
667 1.3860e-01 1.1262e-01 3.6457e+00 2.8986e+00 1.5288e-01 2.6983e-01 3.4579e+00
668 1.4000e-01 1.1283e-01 3.6482e+00 2.8979e+00 1.5309e-01 2.6912e-01 3.4630e+00
669 1.3880e-01 1.1277e-01 3.6484e+00 2.9014e+00 1.5344e-01 2.7058e-01 3.4682e+00
670 1.3860e-01 1.1283e-01 3.6523e+00 2.9037e+00 1.5549e-01 2.6955e-01 3.4733e+00
671 1.3840e-01 1.1272e-01 3.6520e+00 2.9034e+00 1.5542e-01 2.6943e-01 3.4784e+00
672 1.3840e-01 1.1272e-01 3.6520e+00 2.9034e+00 1.5542e-01 2.6943e-01 3.4832e+00
673 1.3800e-01 1.1203e-01 3.6527e+00 2.9021e+00 1.5851e-01 2.6484e-01 3.4884e+00
674 1.3840e-01 1.1195e-01 3.6541e+00 2.9033e+00 1.5983e-01 2.6813e-01 3.4935e+00
675 1.3880e-01 1.1212e-01 3.6517e+00 2.9050e+00 1.6198e-01 2.6843e-01 3.4986e+00
676 1.3920e-01 1.1168e-01 3.6518e+00 2.9038e+00 1.6474e-01 2.6963e-01 3.5037e+00
677 1.3720e-01 1.1113e-01 3.6521e+00 2.9074e+00 1.6475e-01 2.7201e-01 3.5088e+00
678 1.3920e-01 1.1152e-01 3.6555e+00 2.9096e+00 1.6621e-01 2.7418e-01 3.5140e+00
679 1.3640e-01 1.1143e-01 3.6598e+00 2.9143e+00 1.6629e-01 2.7316e-01 3.5191e+00
680 1.3640e-01 1.1143e-01 3.6598e+00 2.9143e+00 1.6629e-01 2.7316e-01 3.5240e+00
681 1.3780e-01 1.1180e-01 3.6615e+00 2.9151e+00 1.6761e-01 2.6846e-01 3.5291e+00
682 1.3660e-01 1.1143e-01 3.6611e+00 2.9172e+00 1.7022e-01 2.6861e-01 3.5343e+00
683 1.3600e-01 1.1183e-01 3.6625e+00 2.9181e+00 1.7235e-01 2.6716e-01 3.5394e+00
684 1.3600e-01 1.1183e-01 3.6625e+00 2.9181e+00 1.7235e-01 2.6716e-01 3.5442e+00
685 1.3600e-01 1.1183e-01 3.6625e+00 2.9181e+00 1.7235e-01 2.6716e-01 3.5491e+00
686 1.3740e-01 1.1165e-01 3.6643e+00 2.9205e+00 1.6579e-01 2.6658e-01 3.5542e+00
687 1.3760e-01 1.1150e-01 3.6683e+00 2.9237e+00 1.6846e-01 2.6489e-01 3.5594e+00
688 1.3760e-01 1.1150e-01 3.6683e+00 2.9237e+00 1.6846e-01 2.6489e-01 3.5642e+00
689 1.3560e-01 1.1072e-01 3.6702e+00 2.9265e+00 1.7131e-01 2.6580e-01 3.5693e+00
690 1.3440e-01 1.1098e-01 3.6695e+00 2.9259e+00 1.7327e-01 2.6249e-01 3.5744e+00
691 1.3440e-01 1.1045e-01 3.6745e+00 2.9280e+00 1.7315e-01 2.6251e-01 3.5795e+00
692 1.3600e-01 1.1155e-01 3.6709e+00 2.9322e+00 1.7370e-01 2.6109e-01 3.5846e+00
693 1.3500e-01 1.1102e-01 3.6738e+00 2.9338e+00 1.7295e-01 2.6128e-01 3.5898e+00
694 1.3440e-01 1.1078e-01 3.6799e+00 2.9391e+00 1.6849e-01 2.6659e-01 3.5949e+00
695 1.3580e-01 1.1170e-01 3.6832e+00 2.9408e+00 1.6673e-01 2.6567e-01 3.6000e+00
696 1.3440e-01 1.1118e-01 3.6836e+00 2.9429e+00 1.6741e-01 2.6177e-01 3.6052e+00
697 1.3360e-01 1.1045e-01 3.6835e+00 2.9434e+00 1.6579e-01 2.6046e-01 3.6103e+00
698 1.3360e-01 1.1020e-01 3.6812e+00 2.9446e+00 1.6363e-01 2.6313e-01 3.6154e+00
699 1.3280e-01 1.1040e-01 3.6793e+00 2.9466e+00 1.6733e-01 2.6146e-01 3.6205e+00
700 1.3280e-01 1.1040e-01 3.6793e+00 2.9466e+00 1.6733e-01 2.6146e-01 3.6253e+00
701 1.3280e-01 1.1040e-01 3.6793e+00 2.9466e+00 1.6733e-01 2.6146e-01 3.6302e+00
702 1.3340e-01 1.1020e-01 3.6811e+00 2.9482e+00 1.6684e-01 2.6313e-01 3.6353e+00
703 1.3280e-01 1.0968e-01 3.6822e+00 2.9503e+00 1.6588e-01 2.6016e-01 3.6405e+00
704 1.3380e-01 1.1028e-01 3.6865e+00 2.9484e+00 1.6632e-01 2.5850e-01 3.6456e+00
705 1.3380e-01 1.1028e-01 3.6865e+00 2.9484e+00 1.6632e-01 2.5850e-01 3.6504e+00
706 1.3420e-01 1.1047e-01 3.6879e+00 2.9519e+00 1.6613e-01 2.6168e-01 3.6555e+00
707 1.3420e-01 1.1047e-01 3.6879e+00 2.9519e+00 1.6613e-01 2.6168e-01 3.6603e+00
708 1.3420e-01 1.1047e-01 3.6879e+00 2.9519e+00 1.6613e-01 2.6168e-01 3.6651e+00
709 1.3420e-01 1.1047e-01 3.6879e+00 2.9519e+00 1.6613e-01 2.6168e-01 3.6700e+00
710 1.3360e-01 1.0968e-01 3.6884e+00 2.9523e+00 1.6609e-01 2.6030e-01 3.6752e+00
711 1.3440e-01 1.0988e-01 3.6880e+00 2.9543e+00 1.6346e-01 2.6053e-01 3.6803e+00
712 1.3480e-01 1.1007e-01 3.6894e+00 2.9561e+00 1.6319e-01 2.5714e-01 3.6854e+00
713 1.3400e-01 1.1032e-01 3.6895e+00 2.9612e+00 1.6194e-01 2.5574e-01 3.6906e+00
714 1.3540e-01 1.1023e-01 3.6894e+00 2.9632e+00 1.6325e-01 2.5648e-01 3.6957e+00
715 1.3400e-01 1.1095e-01 3.6912e+00 2.9635e+00 1.6040e-01 2.5532e-01 3.7008e+00
716 1.3480e-01 1.1097e-01 3.6907e+00 2.9660e+00 1.5842e-01 2.6115e-01 3.7060e+00
717 1.3400e-01 1.1040e-01 3.6907e+00 2.9697e+00 1.6093e-01 2.5934e-01 3.7111e+00
718 1.3420e-01 1.1020e-01 3.6936e+00 2.9716e+00 1.5845e-01 2.5865e-01 3.7162e+00
719 1.3460e-01 1.1033e-01 3.6962e+00 2.9715e+00 1.5802e-01 2.5678e-01 3.7214e+00
720 1.3260e-01 1.1000e-01 3.6976e+00 2.9722e+00 1.5822e-01 2.5780e-01 3.7265e+00
721 1.3260e-01 1.1000e-01 3.6976e+00 2.9722e+00 1.5822e-01 2.5780e-01 3.7313e+00
722 1.3380e-01 1.1050e-01 3.6993e+00 2.9746e+00 1.5779e-01 2.5841e-01 3.7364e+00
723 1.3420e-01 1.1047e-01 3.6972e+00 2.9756e+00 1.5771e-01 2.6013e-01 3.7416e+00
724 1.3360e-01 1.1010e-01 3.6969e+00 2.9784e+00 1.5701e-01 2.6105e-01 3.7467e+00
725 1.3400e-01 1.0943e-01 3.6964e+00 2.9805e+00 1.5707e-01 2.6072e-01 3.7518e+00
726 1.3460e-01 1.0930e-01 3.6962e+00 2.9811e+00 1.5795e-01 2.5878e-01 3.7569e+00
727 1.3460e-01 1.0930e-01 3.6962e+00 2.9811e+00 1.5795e-01 2.5878e-01 3.7617e+00
728 1.3360e-01 1.0820e-01 3.6998e+00 2.9838e+00 1.5577e-01 2.5964e-01 3.7668e+00
729 1.3380e-01 1.0863e-01 3.7013e+00 2.9870e+00 1.5300e-01 2.5890e-01 3.7719e+00
730 1.3280e-01 1.0917e-01 3.7043e+00 2.9876e+00 1.5212e-01 2.5982e-01 3.7771e+00
731 1.3340e-01 1.0933e-01 3.7029e+00 2.9877e+00 1.5192e-01 2.6112e-01 3.7822e+00
732 1.3340e-01 1.0910e-01 3.7060e+00 2.9858e+00 1.5028e-01 2.6178e-01 3.7873e+00
733 1.3340e-01 1.0910e-01 3.7060e+00 2.9858e+00 1.5028e-01 2.6178e-01 3.7922e+00
734 1.3180e-01 1.0877e-01 3.7078e+00 2.9895e+00 1.5000e-01 2.6139e-01 3.7973e+00
735 1.3180e-01 1.0877e-01 3.7078e+00 2.9895e+00 1.5000e-01 2.6139e-01 3.8021e+00
736 1.3200e-01 1.0808e-01 3.7088e+00 2.9936e+00 1.4583e-01 2.5861e-01 3.8072e+00
737 1.3320e-01 1.0823e-01 3.7094e+00 2.9954e+00 1.4300e-01 2.5902e-01 3.8124e+00
738 1.3140e-01 1.0798e-01 3.7109e+00 2.9958e+00 1.4416e-01 2.6202e-01 3.8175e+00
739 1.3320e-01 1.0787e-01 3.7132e+00 2.9962e+00 1.4335e-01 2.6523e-01 3.8226e+00
740 1.3320e-01 1.0787e-01 3.7132e+00 2.9962e+00 1.4335e-01 2.6523e-01 3.8275e+00
741 1.3200e-01 1.0817e-01 3.7126e+00 2.9953e+00 1.4500e-01 2.6962e-01 3.8326e+00
742 1.3200e-01 1.0817e-01 3.7126e+00 2.9953e+00 1.4500e-01 2.6962e-01 3.8374e+00
743 1.3240e-01 1.0837e-01 3.7134e+00 2.9987e+00 1.4300e-01 2.7253e-01 3.8425e+00
744 1.3240e-01 1.0837e-01 3.7134e+00 2.9987e+00 1.4300e-01 2.7253e-01 3.8474e+00
745 1.3240e-01 1.0837e-01 3.7134e+00 2.9987e+00 1.4300e-01 2.7253e-01 3.8522e+00
746 1.3200e-01 1.0830e-01 3.7113e+00 3.0016e+00 1.4277e-01 2.7171e-01 3.8573e+00
747 1.3360e-01 1.0760e-01 3.7098e+00 3.0068e+00 1.3874e-01 2.7509e-01 3.8625e+00
748 1.3360e-01 1.0760e-01 3.7098e+00 3.0068e+00 1.3874e-01 2.7509e-01 3.8673e+00
749 1.3320e-01 1.0758e-01 3.7101e+00 3.0098e+00 1.3955e-01 2.7369e-01 3.8724e+00
750 1.3300e-01 1.0788e-01 3.7104e+00 3.0115e+00 1.4017e-01 2.7399e-01 3.8776e+00
751 1.3220e-01 1.0797e-01 3.7094e+00 3.0122e+00 1.4006e-01 2.7541e-01 3.8827e+00
752 1.3280e-01 1.0792e-01 3.7110e+00 3.0124e+00 1.3991e-01 2.7462e-01 3.8878e+00
753 1.3180e-01 1.0723e-01 3.7096e+00 3.0155e+00 1.3974e-01 2.7751e-01 3.8930e+00
754 1.3140e-01 1.0800e-01 3.7102e+00 3.0129e+00 1.3694e-01 2.7749e-01 3.8981e+00
755 1.3140e-01 1.0727e-01 3.7095e+00 3.0158e+00 1.3410e-01 2.7854e-01 3.9032e+00
756 1.3240e-01 1.0743e-01 3.7066e+00 3.0160e+00 1.3598e-01 2.7721e-01 3.9084e+00
757 1.3240e-01 1.0758e-01 3.7076e+00 3.0168e+00 1.3690e-01 2.7540e-01 3.9135e+00
758 1.3380e-01 1.0768e-01 3.7075e+00 3.0176e+00 1.3642e-01 2.7607e-01 3.9186e+00
759 1.3340e-01 1.0800e-01 3.7062e+00 3.0182e+00 1.3713e-01 2.7785e-01 3.9237e+00
760 1.3560e-01 1.0788e-01 3.7060e+00 3.0191e+00 1.3857e-01 2.8083e-01 3.9288e+00
761 1.3380e-01 1.0827e-01 3.7077e+00 3.0218e+00 1.3666e-01 2.8035e-01 3.9340e+00
762 1.3380e-01 1.0827e-01 3.7077e+00 3.0218e+00 1.3666e-01 2.8035e-01 3.9388e+00
763 1.3380e-01 1.0827e-01 3.7077e+00 3.0218e+00 1.3666e-01 2.8035e-01 3.9436e+00
764 1.3360e-01 1.0827e-01 3.7064e+00 3.0228e+00 1.3508e-01 2.7750e-01 3.9487e+00
765 1.3120e-01 1.0862e-01 3.7058e+00 3.0250e+00 1.3665e-01 2.7751e-01 3.9538e+00
766 1.3300e-01 1.0822e-01 3.7074e+00 3.0299e+00 1.3433e-01 2.8052e-01 3.9591e+00
767 1.3140e-01 1.0787e-01 3.7090e+00 3.0341e+00 1.3725e-01 2.7949e-01 3.9643e+00
768 1.3260e-01 1.0778e-01 3.7090e+00 3.0374e+00 1.3617e-01 2.8268e-01 3.9694e+00
769 1.3160e-01 1.0770e-01 3.7114e+00 3.0374e+00 1.3699e-01 2.8460e-01 3.9745e+00
770 1.3160e-01 1.0770e-01 3.7114e+00 3.0374e+00 1.3699e-01 2.8460e-01 3.9793e+00
771 1.3160e-01 1.0770e-01 3.7114e+00 3.0374e+00 1.3699e-01 2.8460e-01 3.9841e+00
772 1.3180e-01 1.0752e-01 3.7142e+00 3.0388e+00 1.3514e-01 2.8602e-01 3.9893e+00
773 1.3120e-01 1.0793e-01 3.7126e+00 3.0425e+00 1.3547e-01 2.8452e-01 3.9944e+00
774 1.3300e-01 1.0832e-01 3.7131e+00 3.0446e+00 1.3611e-01 2.8363e-01 3.9995e+00
775 1.3280e-01 1.0818e-01 3.7146e+00 3.0442e+00 1.3872e-01 2.8536e-01 4.0047e+00
776 1.3100e-01 1.0743e-01 3.7134e+00 3.0447e+00 1.3804e-01 2.8421e-01 4.0098e+00
777 1.3100e-01 1.0752e-01 3.7117e+00 3.0465e+00 1.3702e-01 2.8695e-01 4.0149e+00
778 1.2860e-01 1.0787e-01 3.7105e+00 3.0467e+00 1.3470e-01 2.8412e-01 4.0201e+00
779 1.3040e-01 1.0803e-01 3.7096e+00 3.0498e+00 1.3194e-01 2.8345e-01 4.0252e+00
780 1.2820e-01 1.0867e-01 3.7103e+00 3.0521e+00 1.3608e-01 2.8050e-01 4.0303e+00
781 1.3020e-01 1.0747e-01 3.7085e+00 3.0542e+00 1.3508e-01 2.8096e-01 4.0354e+00
782 1.3140e-01 1.0723e-01 3.7096e+00 3.0565e+00 1.3280e-01 2.7986e-01 4.0405e+00
783 1.3180e-01 1.0772e-01 3.7125e+00 3.0580e+00 1.3287e-01 2.8247e-01 4.0456e+00
784 1.3220e-01 1.0850e-01 3.7140e+00 3.0602e+00 1.3339e-01 2.8198e-01 4.0507e+00
785 1.3180e-01 1.0818e-01 3.7131e+00 3.0614e+00 1.3463e-01 2.8491e-01 4.0559e+00
786 1.3000e-01 1.0772e-01 3.7146e+00 3.0630e+00 1.3213e-01 2.8777e-01 4.0610e+00
787 1.3060e-01 1.0718e-01 3.7158e+00 3.0618e+00 1.3184e-01 2.8582e-01 4.0661e+00
788 1.2920e-01 1.0788e-01 3.7161e+00 3.0650e+00 1.2939e-01 2.8529e-01 4.0713e+00
789 1.3080e-01 1.0765e-01 3.7158e+00 3.0634e+00 1.2649e-01 2.8586e-01 4.0766e+00
790 1.3020e-01 1.0808e-01 3.7187e+00 3.0656e+00 1.2426e-01 2.8884e-01 4.0817e+00
791 1.3180e-01 1.0842e-01 3.7207e+00 3.0661e+00 1.2270e-01 2.9071e-01 4.0868e+00
792 1.3100e-01 1.0803e-01 3.7207e+00 3.0698e+00 1.2338e-01 2.9299e-01 4.0919e+00
793 1.2920e-01 1.0803e-01 3.7218e+00 3.0733e+00 1.2393e-01 2.9535e-01 4.0970e+00
794 1.2980e-01 1.0777e-01 3.7226e+00 3.0722e+00 1.2650e-01 2.9436e-01 4.1022e+00
795 1.2960e-01 1.0793e-01 3.7246e+00 3.0747e+00 1.2774e-01 2.9367e-01 4.1073e+00
796 1.3000e-01 1.0770e-01 3.7263e+00 3.0754e+00 1.3018e-01 2.9054e-01 4.1124e+00
797 1.3000e-01 1.0770e-01 3.7263e+00 3.0754e+00 1.3018e-01 2.9054e-01 4.1173e+00
798 1.2940e-01 1.0780e-01 3.7270e+00 3.0780e+00 1.2914e-01 2.8874e-01 4.1224e+00
799 1.2940e-01 1.0780e-01 3.7270e+00 3.0780e+00 1.2914e-01 2.8874e-01 4.1272e+00
800 1.2840e-01 1.0773e-01 3.7242e+00 3.0815e+00 1.2860e-01 2.9409e-01 4.1324e+00
801 1.2840e-01 1.0762e-01 3.7218e+00 3.0849e+00 1.2635e-01 2.9972e-01 4.1375e+00
802 1.2860e-01 1.0763e-01 3.7169e+00 3.0874e+00 1.2488e-01 2.9920e-01 4.1426e+00
803 1.2740e-01 1.0747e-01 3.7181e+00 3.0893e+00 1.2558e-01 2.9957e-01 4.1477e+00
804 1.2980e-01 1.0795e-01 3.7198e+00 3.0921e+00 1.2615e-01 2.9835e-01 4.1529e+00
805 1.2780e-01 1.0790e-01 3.7215e+00 3.0950e+00 1.2507e-01 2.9799e-01 4.1580e+00
806 1.2780e-01 1.0790e-01 3.7215e+00 3.0950e+00 1.2507e-01 2.9799e-01 4.1628e+00
807 1.2680e-01 1.0777e-01 3.7225e+00 3.0976e+00 1.2548e-01 3.0246e-01 4.1679e+00
808 1.2720e-01 1.0800e-01 3.7225e+00 3.0994e+00 1.2764e-01 3.0505e-01 4.1731e+00
809 1.2880e-01 1.0802e-01 3.7234e+00 3.1066e+00 1.2671e-01 3.0747e-01 4.1784e+00
810 1.2920e-01 1.0805e-01 3.7187e+00 3.1087e+00 1.2624e-01 3.0616e-01 4.1835e+00
811 1.2920e-01 1.0805e-01 3.7187e+00 3.1087e+00 1.2624e-01 3.0616e-01 4.1883e+00
812 1.2820e-01 1.0827e-01 3.7161e+00 3.1132e+00 1.2745e-01 3.0761e-01 4.1935e+00
813 1.2900e-01 1.0822e-01 3.7165e+00 3.1162e+00 1.3095e-01 3.0869e-01 4.1986e+00
814 1.2940e-01 1.0823e-01 3.7201e+00 3.1196e+00 1.2977e-01 3.0790e-01 4.2037e+00
815 1.3040e-01 1.0812e-01 3.7219e+00 3.1238e+00 1.2955e-01 3.0325e-01 4.2088e+00
816 1.3040e-01 1.0812e-01 3.7219e+00 3.1238e+00 1.2955e-01 3.0325e-01 4.2137e+00
817 1.3040e-01 1.0807e-01 3.7173e+00 3.1259e+00 1.2918e-01 3.0431e-01 4.2188e+00
818 1.2940e-01 1.0797e-01 3.7167e+00 3.1222e+00 1.3094e-01 3.0430e-01 4.2239e+00
819 1.2860e-01 1.0775e-01 3.7154e+00 3.1213e+00 1.3005e-01 3.0463e-01 4.2290e+00
820 1.2860e-01 1.0775e-01 3.7154e+00 3.1213e+00 1.3005e-01 3.0463e-01 4.2338e+00
821 1.2860e-01 1.0790e-01 3.7154e+00 3.1231e+00 1.3097e-01 3.0549e-01 4.2390e+00
822 1.2860e-01 1.0757e-01 3.7151e+00 3.1243e+00 1.3324e-01 3.0822e-01 4.2441e+00
823 1.2840e-01 1.0720e-01 3.7133e+00 3.1261e+00 1.3403e-01 3.0755e-01 4.2492e+00
824 1.2780e-01 1.0718e-01 3.7085e+00 3.1264e+00 1.3683e-01 3.0946e-01 4.2543e+00
825 1.2800e-01 1.0732e-01 3.7087e+00 3.1245e+00 1.3449e-01 3.0575e-01 4.2594e+00
826 1.2860e-01 1.0688e-01 3.7070e+00 3.1250e+00 1.3372e-01 3.0324e-01 4.2646e+00
827 1.2860e-01 1.0688e-01 3.7070e+00 3.1250e+00 1.3372e-01 3.0324e-01 4.2694e+00
828 1.2960e-01 1.0657e-01 3.7095e+00 3.1276e+00 1.3710e-01 3.0580e-01 4.2745e+00
829 1.2920e-01 1.0713e-01 3.7106e+00 3.1265e+00 1.3632e-01 3.0451e-01 4.2796e+00
830 1.2960e-01 1.0698e-01 3.7135e+00 3.1249e+00 1.4025e-01 3.0308e-01 4.2848e+00
831 1.2880e-01 1.0683e-01 3.7150e+00 3.1271e+00 1.4356e-01 3.0105e-01 4.2899e+00
832 1.2840e-01 1.0705e-01 3.7190e+00 3.1268e+00 1.4546e-01 3.0133e-01 4.2950e+00
833 1.2800e-01 1.0727e-01 3.7204e+00 3.1289e+00 1.4641e-01 3.0015e-01 4.3001e+00
834 1.2920e-01 1.0735e-01 3.7218e+00 3.1310e+00 1.4736e-01 3.0120e-01 4.3053e+00
835 1.2680e-01 1.0702e-01 3.7237e+00 3.1307e+00 1.4570e-01 3.0104e-01 4.3104e+00
836 1.2680e-01 1.0702e-01 3.7237e+00 3.1307e+00 1.4570e-01 3.0104e-01 4.3153e+00
837 1.2740e-01 1.0737e-01 3.7262e+00 3.1351e+00 1.4712e-01 3.0211e-01 4.3204e+00
838 1.2740e-01 1.0737e-01 3.7262e+00 3.1351e+00 1.4712e-01 3.0211e-01 4.3252e+00
839 1.2800e-01 1.0712e-01 3.7265e+00 3.1377e+00 1.4594e-01 3.0497e-01 4.3304e+00
840 1.2800e-01 1.0712e-01 3.7265e+00 3.1377e+00 1.4594e-01 3.0497e-01 4.3352e+00
841 1.2920e-01 1.0767e-01 3.7262e+00 3.1398e+00 1.4816e-01 3.0730e-01 4.3403e+00
842 1.2780e-01 1.0717e-01 3.7256e+00 3.1438e+00 1.4808e-01 3.0603e-01 4.3456e+00
843 1.3000e-01 1.0702e-01 3.7293e+00 3.1419e+00 1.4793e-01 3.0666e-01 4.3509e+00
844 1.2880e-01 1.0635e-01 3.7276e+00 3.1442e+00 1.4758e-01 3.0754e-01 4.3560e+00
845 1.2920e-01 1.0623e-01 3.7283e+00 3.1451e+00 1.4346e-01 3.0884e-01 4.3611e+00
846 1.2920e-01 1.0623e-01 3.7283e+00 3.1451e+00 1.4346e-01 3.0884e-01 4.3660e+00
847 1.2920e-01 1.0623e-01 3.7283e+00 3.1451e+00 1.4346e-01 3.0884e-01 4.3708e+00
848 1.3020e-01 1.0633e-01 3.7265e+00 3.1454e+00 1.4721e-01 3.0914e-01 4.3760e+00
849 1.3060e-01 1.0672e-01 3.7268e+00 3.1488e+00 1.4634e-01 3.1056e-01 4.3811e+00
850 1.3140e-01 1.0680e-01 3.7287e+00 3.1534e+00 1.4529e-01 3.0846e-01 4.3862e+00
851 1.3120e-01 1.0657e-01 3.7285e+00 3.1546e+00 1.4710e-01 3.0880e-01 4.3913e+00
852 1.3160e-01 1.0692e-01 3.7253e+00 3.1573e+00 1.4801e-01 3.0924e-01 4.3965e+00
853 1.3100e-01 1.0690e-01 3.7262e+00 3.1574e+00 1.4701e-01 3.0807e-01 4.4015e+00
854 1.2940e-01 1.0637e-01 3.7258e+00 3.1573e+00 1.4435e-01 3.0737e-01 4.4066e+00
855 1.3020e-01 1.0617e-01 3.7237e+00 3.1570e+00 1.4290e-01 3.0600e-01 4.4117e+00
856 1.2980e-01 1.0607e-01 3.7263e+00 3.1618e+00 1.4067e-01 3.0489e-01 4.4169e+00
857 1.2900e-01 1.0637e-01 3.7275e+00 3.1615e+00 1.4349e-01 3.0608e-01 4.4220e+00
858 1.3000e-01 1.0647e-01 3.7300e+00 3.1630e+00 1.4256e-01 3.0814e-01 4.4271e+00
859 1.3000e-01 1.0647e-01 3.7300e+00 3.1630e+00 1.4256e-01 3.0814e-01 4.4320e+00
860 1.3040e-01 1.0653e-01 3.7322e+00 3.1642e+00 1.4171e-01 3.0432e-01 4.4372e+00
861 1.3020e-01 1.0608e-01 3.7321e+00 3.1644e+00 1.4124e-01 3.0173e-01 4.4424e+00
862 1.3080e-01 1.0658e-01 3.7302e+00 3.1623e+00 1.4042e-01 3.0057e-01 4.4475e+00
863 1.3160e-01 1.0630e-01 3.7281e+00 3.1623e+00 1.4018e-01 3.0266e-01 4.4526e+00
864 1.2920e-01 1.0627e-01 3.7292e+00 3.1630e+00 1.3940e-01 3.0368e-01 4.4578e+00
865 1.3060e-01 1.0590e-01 3.7304e+00 3.1614e+00 1.3666e-01 3.0258e-01 4.4629e+00
866 1.2960e-01 1.0553e-01 3.7339e+00 3.1574e+00 1.3591e-01 3.0511e-01 4.4680e+00
867 1.2920e-01 1.0555e-01 3.7361e+00 3.1590e+00 1.3363e-01 3.0239e-01 4.4732e+00
868 1.3000e-01 1.0552e-01 3.7384e+00 3.1600e+00 1.3211e-01 3.0277e-01 4.4784e+00
869 1.3000e-01 1.0552e-01 3.7384e+00 3.1600e+00 1.3211e-01 3.0277e-01 4.4832e+00
870 1.2940e-01 1.0535e-01 3.7403e+00 3.1597e+00 1.3475e-01 3.0251e-01 4.4885e+00
871 1.2860e-01 1.0510e-01 3.7392e+00 3.1655e+00 1.3541e-01 3.0168e-01 4.4936e+00
872 1.2860e-01 1.0510e-01 3.7392e+00 3.1655e+00 1.3541e-01 3.0168e-01 4.4984e+00
873 1.2900e-01 1.0535e-01 3.7401e+00 3.1696e+00 1.3711e-01 3.0320e-01 4.5035e+00
874 1.2900e-01 1.0535e-01 3.7401e+00 3.1696e+00 1.3711e-01 3.0320e-01 4.5083e+00
875 1.2900e-01 1.0535e-01 3.7401e+00 3.1696e+00 1.3711e-01 3.0320e-01 4.5133e+00
876 1.2900e-01 1.0513e-01 3.7403e+00 3.1701e+00 1.3636e-01 3.0252e-01 4.5184e+00
877 1.2860e-01 1.0555e-01 3.7403e+00 3.1778e+00 1.3695e-01 3.0162e-01 4.5235e+00
878 1.2820e-01 1.0588e-01 3.7433e+00 3.1833e+00 1.3891e-01 3.0314e-01 4.5286e+00
879 1.2740e-01 1.0590e-01 3.7439e+00 3.1856e+00 1.3900e-01 3.0275e-01 4.5337e+00
880 1.2740e-01 1.0590e-01 3.7439e+00 3.1856e+00 1.3900e-01 3.0275e-01 4.5385e+00
881 1.2800e-01 1.0568e-01 3.7423e+00 3.1853e+00 1.4109e-01 3.0421e-01 4.5436e+00
882 1.2800e-01 1.0562e-01 3.7446e+00 3.1862e+00 1.4109e-01 3.0575e-01 4.5487e+00
883 1.2740e-01 1.0518e-01 3.7449e+00 3.1882e+00 1.3969e-01 3.0598e-01 4.5538e+00
884 1.2740e-01 1.0500e-01 3.7416e+00 3.1893e+00 1.4078e-01 3.0633e-01 4.5592e+00
885 1.2740e-01 1.0500e-01 3.7426e+00 3.1948e+00 1.4132e-01 3.0740e-01 4.5643e+00
886 1.2520e-01 1.0487e-01 3.7414e+00 3.1965e+00 1.4381e-01 3.0882e-01 4.5694e+00
887 1.2500e-01 1.0518e-01 3.7411e+00 3.1990e+00 1.3986e-01 3.1173e-01 4.5745e+00
888 1.2540e-01 1.0518e-01 3.7417e+00 3.1998e+00 1.3729e-01 3.1306e-01 4.5796e+00
889 1.2580e-01 1.0497e-01 3.7402e+00 3.2043e+00 1.3570e-01 3.1159e-01 4.5847e+00
890 1.2500e-01 1.0468e-01 3.7415e+00 3.2040e+00 1.3409e-01 3.1274e-01 4.5898e+00
891 1.2600e-01 1.0525e-01 3.7405e+00 3.2052e+00 1.3381e-01 3.1177e-01 4.5950e+00
892 1.2560e-01 1.0480e-01 3.7421e+00 3.2048e+00 1.3101e-01 3.1199e-01 4.6001e+00
893 1.2760e-01 1.0513e-01 3.7425e+00 3.2065e+00 1.3661e-01 3.1083e-01 4.6052e+00
894 1.2760e-01 1.0462e-01 3.7439e+00 3.2063e+00 1.3412e-01 3.1163e-01 4.6104e+00
895 1.2600e-01 1.0417e-01 3.7434e+00 3.2044e+00 1.3199e-01 3.1557e-01 4.6155e+00
896 1.2520e-01 1.0368e-01 3.7439e+00 3.2038e+00 1.3390e-01 3.1637e-01 4.6206e+00
897 1.2540e-01 1.0392e-01 3.7437e+00 3.2061e+00 1.3603e-01 3.1938e-01 4.6257e+00
898 1.2600e-01 1.0392e-01 3.7441e+00 3.2060e+00 1.3827e-01 3.1737e-01 4.6308e+00
899 1.2620e-01 1.0420e-01 3.7410e+00 3.2060e+00 1.3597e-01 3.2140e-01 4.6360e+00
900 1.2660e-01 1.0400e-01 3.7422e+00 3.2063e+00 1.3654e-01 3.1992e-01 4.6411e+00
901 1.2500e-01 1.0335e-01 3.7442e+00 3.2086e+00 1.3630e-01 3.2028e-01 4.6462e+00
902 1.2500e-01 1.0297e-01 3.7480e+00 3.2119e+00 1.3482e-01 3.2070e-01 4.6514e+00
903 1.2540e-01 1.0388e-01 3.7483e+00 3.2156e+00 1.3550e-01 3.2439e-01 4.6565e+00
904 1.2480e-01 1.0327e-01 3.7504e+00 3.2173e+00 1.3028e-01 3.2558e-01 4.6616e+00
905 1.2340e-01 1.0277e-01 3.7483e+00 3.2173e+00 1.3257e-01 3.2654e-01 4.6668e+00
