t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
239 3.6580e-01 3.4870e-01 7.7154e-01 1.4521e+00 1.1704e-01 1.8941e-01 2.3467e+00
240 3.6200e-01 3.4398e-01 7.8429e-01 1.4568e+00 1.2337e-01 1.8528e-01 2.3563e+00
241 3.5880e-01 3.4135e-01 7.8929e-01 1.4676e+00 1.2066e-01 1.8992e-01 2.3659e+00
242 3.5520e-01 3.3713e-01 7.9631e-01 1.4778e+00 1.1600e-01 1.8708e-01 2.3757e+00
243 3.5720e-01 3.3725e-01 8.0515e-01 1.4946e+00 1.1302e-01 1.9235e-01 2.3853e+00
244 3.5920e-01 3.3710e-01 8.1475e-01 1.5005e+00 1.1475e-01 1.8794e-01 2.3948e+00
245 3.5140e-01 3.3082e-01 8.2330e-01 1.5063e+00 1.1302e-01 1.9471e-01 2.4046e+00
246 3.4660e-01 3.2715e-01 8.3121e-01 1.5126e+00 1.1581e-01 1.9530e-01 2.4142e+00
247 3.4760e-01 3.2607e-01 8.4087e-01 1.5242e+00 1.1800e-01 1.9177e-01 2.4240e+00
248 3.4280e-01 3.2233e-01 8.4709e-01 1.5309e+00 1.1809e-01 1.9493e-01 2.4336e+00
249 3.3440e-01 3.1995e-01 8.5530e-01 1.5330e+00 1.1788e-01 1.9957e-01 2.4432e+00
250 3.3720e-01 3.2127e-01 8.6894e-01 1.5405e+00 1.1742e-01 1.9950e-01 2.4530e+00
251 3.3100e-01 3.1220e-01 8.8038e-01 1.5486e+00 1.1946e-01 1.9902e-01 2.4627e+00
252 3.2280e-01 3.0538e-01 8.9300e-01 1.5547e+00 1.1952e-01 1.9551e-01 2.4723e+00
253 3.2120e-01 3.0605e-01 9.0315e-01 1.5626e+00 1.1773e-01 1.9527e-01 2.4819e+00
254 3.1720e-01 3.0315e-01 9.0747e-01 1.5678e+00 1.2055e-01 1.9298e-01 2.4917e+00
255 3.1640e-01 3.0198e-01 9.1550e-01 1.5770e+00 1.2155e-01 1.9131e-01 2.5014e+00
256 3.1380e-01 2.9913e-01 9.2044e-01 1.5904e+00 1.2048e-01 1.8857e-01 2.5110e+00
257 3.1300e-01 2.9413e-01 9.2642e-01 1.5940e+00 1.2224e-01 1.9240e-01 2.5206e+00
258 3.0760e-01 2.9163e-01 9.3939e-01 1.6028e+00 1.2710e-01 1.9029e-01 2.5303e+00
259 3.0540e-01 2.9068e-01 9.4851e-01 1.6088e+00 1.2869e-01 1.9226e-01 2.5399e+00
260 3.0700e-01 2.9148e-01 9.5743e-01 1.6194e+00 1.3261e-01 1.8881e-01 2.5495e+00
261 3.1180e-01 2.9062e-01 9.6612e-01 1.6233e+00 1.3662e-01 1.8605e-01 2.5591e+00
262 3.1180e-01 2.9062e-01 9.6612e-01 1.6233e+00 1.3662e-01 1.8605e-01 2.5686e+00
263 3.0940e-01 2.8953e-01 9.7199e-01 1.6276e+00 1.4240e-01 1.8718e-01 2.5784e+00
264 3.0920e-01 2.8790e-01 9.7991e-01 1.6364e+00 1.3892e-01 1.8909e-01 2.5881e+00
265 3.0580e-01 2.8745e-01 9.8562e-01 1.6432e+00 1.3733e-01 1.8759e-01 2.5977e+00
266 3.0240e-01 2.8432e-01 9.9601e-01 1.6475e+00 1.3800e-01 1.9079e-01 2.6073e+00
267 3.0060e-01 2.8060e-01 1.0049e+00 1.6511e+00 1.4164e-01 1.9279e-01 2.6168e+00
268 3.0240e-01 2.7898e-01 1.0103e+00 1.6580e+00 1.4072e-01 1.9342e-01 2.6264e+00
269 3.0480e-01 2.8163e-01 1.0218e+00 1.6653e+00 1.4390e-01 1.9503e-01 2.6362e+00
270 3.0000e-01 2.7528e-01 1.0352e+00 1.6725e+00 1.4268e-01 1.9623e-01 2.6458e+00
271 2.9220e-01 2.6895e-01 1.0373e+00 1.6786e+00 1.4700e-01 1.9839e-01 2.6555e+00
272 2.8980e-01 2.6767e-01 1.0485e+00 1.6808e+00 1.4424e-01 1.9513e-01 2.6653e+00
273 2.8460e-01 2.6253e-01 1.0565e+00 1.6912e+00 1.4367e-01 1.9264e-01 2.6748e+00
274 2.8080e-01 2.5722e-01 1.0639e+00 1.6993e+00 1.4376e-01 1.9109e-01 2.6844e+00
275 2.8200e-01 2.5663e-01 1.0755e+00 1.7057e+00 1.4153e-01 1.9275e-01 2.6940e+00
276 2.7900e-01 2.5027e-01 1.0816e+00 1.7111e+00 1.4700e-01 1.9330e-01 2.7036e+00
277 2.7820e-01 2.4897e-01 1.0871e+00 1.7185e+00 1.5351e-01 1.9362e-01 2.7132e+00
278 2.7220e-01 2.4868e-01 1.0943e+00 1.7275e+00 1.5407e-01 1.9824e-01 2.7228e+00
279 2.7580e-01 2.5025e-01 1.1050e+00 1.7300e+00 1.5414e-01 1.9785e-01 2.7323e+00
280 2.7140e-01 2.4937e-01 1.1134e+00 1.7336e+00 1.5794e-01 1.9417e-01 2.7419e+00
281 2.6340e-01 2.4613e-01 1.1215e+00 1.7379e+00 1.5767e-01 1.8772e-01 2.7515e+00
282 2.6360e-01 2.4385e-01 1.1227e+00 1.7432e+00 1.5621e-01 1.9150e-01 2.7611e+00
283 2.6300e-01 2.4358e-01 1.1299e+00 1.7521e+00 1.5771e-01 1.9774e-01 2.7706e+00
284 2.5900e-01 2.3865e-01 1.1375e+00 1.7569e+00 1.6054e-01 1.9935e-01 2.7802e+00
285 2.5640e-01 2.3622e-01 1.1438e+00 1.7640e+00 1.6301e-01 2.0399e-01 2.7898e+00
286 2.5800e-01 2.3483e-01 1.1478e+00 1.7751e+00 1.6231e-01 2.0558e-01 2.7994e+00
287 2.5640e-01 2.3838e-01 1.1528e+00 1.7819e+00 1.5815e-01 2.0064e-01 2.8090e+00
288 2.5500e-01 2.3835e-01 1.1508e+00 1.7899e+00 1.5833e-01 1.9970e-01 2.8186e+00
289 2.5640e-01 2.3640e-01 1.1560e+00 1.7901e+00 1.5939e-01 2.0029e-01 2.8282e+00
290 2.5660e-01 2.3680e-01 1.1620e+00 1.8007e+00 1.5681e-01 1.9549e-01 2.8378e+00
291 2.6060e-01 2.3585e-01 1.1607e+00 1.8101e+00 1.5747e-01 1.9698e-01 2.8474e+00
292 2.5780e-01 2.3442e-01 1.1679e+00 1.8203e+00 1.6368e-01 1.9153e-01 2.8570e+00
293 2.5260e-01 2.3268e-01 1.1761e+00 1.8248e+00 1.6212e-01 1.8616e-01 2.8666e+00
294 2.5340e-01 2.3293e-01 1.1798e+00 1.8283e+00 1.6433e-01 1.8909e-01 2.8761e+00
295 2.5820e-01 2.3487e-01 1.1929e+00 1.8349e+00 1.6486e-01 1.8545e-01 2.8857e+00
296 2.5660e-01 2.3370e-01 1.2050e+00 1.8352e+00 1.6782e-01 1.8640e-01 2.8953e+00
297 2.5920e-01 2.3262e-01 1.2133e+00 1.8434e+00 1.6542e-01 1.9158e-01 2.9049e+00
298 2.5600e-01 2.3203e-01 1.2231e+00 1.8505e+00 1.7230e-01 1.9021e-01 2.9145e+00
299 2.5660e-01 2.3212e-01 1.2301e+00 1.8561e+00 1.6778e-01 1.8875e-01 2.9241e+00
300 2.5380e-01 2.3188e-01 1.2347e+00 1.8611e+00 1.7039e-01 1.8840e-01 2.9336e+00
301 2.5380e-01 2.2688e-01 1.2418e+00 1.8622e+00 1.7786e-01 1.8888e-01 2.9432e+00
302 2.5180e-01 2.2585e-01 1.2483e+00 1.8693e+00 1.7970e-01 1.8822e-01 2.9528e+00
303 2.5080e-01 2.2382e-01 1.2510e+00 1.8711e+00 1.8161e-01 1.8694e-01 2.9624e+00
304 2.4580e-01 2.2272e-01 1.2570e+00 1.8712e+00 1.8729e-01 1.8256e-01 2.9720e+00
305 2.4640e-01 2.2335e-01 1.2626e+00 1.8732e+00 1.9043e-01 1.8173e-01 2.9817e+00
306 2.4340e-01 2.2333e-01 1.2674e+00 1.8769e+00 1.9116e-01 1.8141e-01 2.9915e+00
307 2.4440e-01 2.2140e-01 1.2717e+00 1.8845e+00 1.9549e-01 1.8402e-01 3.0011e+00
308 2.4040e-01 2.2158e-01 1.2769e+00 1.8877e+00 1.9897e-01 1.8583e-01 3.0107e+00
309 2.4040e-01 2.2158e-01 1.2769e+00 1.8877e+00 1.9897e-01 1.8583e-01 3.0200e+00
310 2.3860e-01 2.1997e-01 1.2847e+00 1.8914e+00 1.9803e-01 1.8574e-01 3.0297e+00
311 2.3320e-01 2.1632e-01 1.2875e+00 1.8987e+00 1.9854e-01 1.8728e-01 3.0393e+00
312 2.3620e-01 2.1692e-01 1.2939e+00 1.9054e+00 2.0379e-01 1.8980e-01 3.0491e+00
313 2.3620e-01 2.1615e-01 1.3040e+00 1.9088e+00 2.0169e-01 1.9086e-01 3.0587e+00
314 2.4080e-01 2.1450e-01 1.3042e+00 1.9140e+00 2.0115e-01 1.8899e-01 3.0683e+00
315 2.4000e-01 2.1427e-01 1.3045e+00 1.9143e+00 2.0027e-01 1.8757e-01 3.0779e+00
316 2.3940e-01 2.1392e-01 1.3057e+00 1.9192e+00 2.0185e-01 1.8578e-01 3.0875e+00
317 2.3700e-01 2.1210e-01 1.3091e+00 1.9271e+00 2.0462e-01 1.8246e-01 3.0973e+00
318 2.3580e-01 2.1012e-01 1.3205e+00 1.9331e+00 2.0760e-01 1.7919e-01 3.1069e+00
319 2.3480e-01 2.0863e-01 1.3258e+00 1.9370e+00 2.1114e-01 1.7455e-01 3.1165e+00
320 2.3740e-01 2.1112e-01 1.3324e+00 1.9408e+00 2.0732e-01 1.7371e-01 3.1261e+00
321 2.3740e-01 2.1112e-01 1.3324e+00 1.9408e+00 2.0732e-01 1.7371e-01 3.1356e+00
322 2.3280e-01 2.0920e-01 1.3388e+00 1.9378e+00 2.0482e-01 1.7149e-01 3.1451e+00
323 2.3320e-01 2.0667e-01 1.3402e+00 1.9424e+00 2.0414e-01 1.7042e-01 3.1547e+00
324 2.3000e-01 2.0330e-01 1.3484e+00 1.9519e+00 2.0756e-01 1.7591e-01 3.1643e+00
325 2.3280e-01 2.0305e-01 1.3585e+00 1.9522e+00 2.0617e-01 1.7549e-01 3.1741e+00
326 2.3960e-01 2.0443e-01 1.3621e+00 1.9558e+00 2.0238e-01 1.7082e-01 3.1836e+00
327 2.4200e-01 2.0633e-01 1.3670e+00 1.9627e+00 1.9802e-01 1.7339e-01 3.1932e+00
328 2.3400e-01 2.0327e-01 1.3697e+00 1.9668e+00 2.0475e-01 1.7903e-01 3.2028e+00
329 2.3320e-01 2.0363e-01 1.3732e+00 1.9681e+00 2.0360e-01 1.8162e-01 3.2124e+00
330 2.3120e-01 2.0322e-01 1.3749e+00 1.9771e+00 2.0201e-01 1.7944e-01 3.2220e+00
331 2.3020e-01 2.0167e-01 1.3804e+00 1.9809e+00 2.1275e-01 1.7859e-01 3.2318e+00
332 2.2640e-01 2.0122e-01 1.3832e+00 1.9855e+00 2.1828e-01 1.7687e-01 3.2413e+00
333 2.2920e-01 2.0340e-01 1.3838e+00 1.9910e+00 2.1958e-01 1.7299e-01 3.2509e+00
334 2.2740e-01 2.0267e-01 1.3869e+00 1.9952e+00 2.2365e-01 1.7241e-01 3.2605e+00
335 2.2660e-01 2.0272e-01 1.3916e+00 1.9981e+00 2.2282e-01 1.7334e-01 3.2701e+00
336 2.2600e-01 2.0475e-01 1.3939e+00 2.0048e+00 2.2801e-01 1.7745e-01 3.2796e+00
337 2.2700e-01 2.0253e-01 1.3972e+00 2.0074e+00 2.2887e-01 1.7592e-01 3.2892e+00
338 2.2660e-01 2.0317e-01 1.3985e+00 2.0081e+00 2.2890e-01 1.7444e-01 3.2988e+00
339 2.2680e-01 2.0180e-01 1.3988e+00 2.0096e+00 2.2924e-01 1.7662e-01 3.3086e+00
340 2.3000e-01 2.0060e-01 1.4074e+00 2.0134e+00 2.3204e-01 1.7659e-01 3.3182e+00
341 2.3000e-01 2.0053e-01 1.4084e+00 2.0177e+00 2.3098e-01 1.7791e-01 3.3277e+00
342 2.2960e-01 1.9943e-01 1.4152e+00 2.0240e+00 2.3310e-01 1.7991e-01 3.3373e+00
343 2.2600e-01 1.9870e-01 1.4166e+00 2.0337e+00 2.3453e-01 1.7595e-01 3.3469e+00
344 2.2180e-01 1.9855e-01 1.4215e+00 2.0350e+00 2.3646e-01 1.7604e-01 3.3565e+00
345 2.2360e-01 1.9695e-01 1.4238e+00 2.0443e+00 2.4348e-01 1.7684e-01 3.3663e+00
346 2.2420e-01 1.9585e-01 1.4276e+00 2.0493e+00 2.4393e-01 1.8174e-01 3.3760e+00
347 2.2260e-01 1.9445e-01 1.4341e+00 2.0548e+00 2.4387e-01 1.7689e-01 3.3856e+00
348 2.2200e-01 1.9378e-01 1.4354e+00 2.0542e+00 2.4371e-01 1.7591e-01 3.3954e+00
349 2.2180e-01 1.9410e-01 1.4429e+00 2.0559e+00 2.4571e-01 1.7455e-01 3.4050e+00
350 2.2020e-01 1.9312e-01 1.4421e+00 2.0613e+00 2.5204e-01 1.7881e-01 3.4148e+00
351 2.2400e-01 1.9503e-01 1.4468e+00 2.0628e+00 2.5592e-01 1.7994e-01 3.4244e+00
352 2.2260e-01 1.9628e-01 1.4468e+00 2.0627e+00 2.5544e-01 1.8064e-01 3.4340e+00
353 2.1940e-01 1.9575e-01 1.4518e+00 2.0622e+00 2.5722e-01 1.7471e-01 3.4436e+00
354 2.1980e-01 1.9667e-01 1.4534e+00 2.0744e+00 2.5470e-01 1.8028e-01 3.4532e+00
355 2.2060e-01 1.9340e-01 1.4566e+00 2.0803e+00 2.6177e-01 1.7745e-01 3.4630e+00
356 2.1880e-01 1.9067e-01 1.4582e+00 2.0825e+00 2.5891e-01 1.7783e-01 3.4727e+00
357 2.1820e-01 1.9287e-01 1.4575e+00 2.0850e+00 2.6071e-01 1.7802e-01 3.4823e+00
358 2.2060e-01 1.9245e-01 1.4696e+00 2.0913e+00 2.6820e-01 1.7984e-01 3.4919e+00
359 2.1960e-01 1.9247e-01 1.4757e+00 2.0945e+00 2.6884e-01 1.8257e-01 3.5015e+00
360 2.1640e-01 1.8917e-01 1.4784e+00 2.0956e+00 2.6835e-01 1.8050e-01 3.5112e+00
361 2.1500e-01 1.8870e-01 1.4859e+00 2.0972e+00 2.7267e-01 1.7824e-01 3.5210e+00
362 2.1540e-01 1.8798e-01 1.4853e+00 2.0985e+00 2.7627e-01 1.7604e-01 3.5306e+00
363 2.1520e-01 1.8797e-01 1.4918e+00 2.1050e+00 2.7485e-01 1.7837e-01 3.5402e+00
364 2.1520e-01 1.8797e-01 1.4918e+00 2.1050e+00 2.7485e-01 1.7837e-01 3.5496e+00
365 2.1240e-01 1.8680e-01 1.4954e+00 2.1125e+00 2.8061e-01 1.7642e-01 3.5592e+00
366 2.1440e-01 1.8688e-01 1.4961e+00 2.1126e+00 2.7995e-01 1.7616e-01 3.5690e+00
367 2.1220e-01 1.8590e-01 1.5029e+00 2.1131e+00 2.8357e-01 1.7330e-01 3.5787e+00
368 2.1160e-01 1.8478e-01 1.5035e+00 2.1151e+00 2.8129e-01 1.7522e-01 3.5885e+00
369 2.1280e-01 1.8577e-01 1.5087e+00 2.1191e+00 2.8571e-01 1.7513e-01 3.5983e+00
370 2.0960e-01 1.8478e-01 1.5090e+00 2.1247e+00 2.8692e-01 1.7463e-01 3.6080e+00
371 2.0860e-01 1.8573e-01 1.5086e+00 2.1255e+00 2.8429e-01 1.7352e-01 3.6178e+00
372 2.0600e-01 1.8473e-01 1.5080e+00 2.1266e+00 2.7866e-01 1.7608e-01 3.6276e+00
373 2.0920e-01 1.8557e-01 1.5185e+00 2.1296e+00 2.7642e-01 1.7196e-01 3.6372e+00
374 2.1080e-01 1.8620e-01 1.5190e+00 2.1339e+00 2.7947e-01 1.7156e-01 3.6467e+00
375 2.0680e-01 1.8410e-01 1.5190e+00 2.1319e+00 2.7825e-01 1.6794e-01 3.6563e+00
376 2.0580e-01 1.8483e-01 1.5196e+00 2.1322e+00 2.8552e-01 1.6886e-01 3.6659e+00
377 2.0540e-01 1.8468e-01 1.5262e+00 2.1353e+00 2.9085e-01 1.6765e-01 3.6757e+00
378 2.0900e-01 1.8427e-01 1.5285e+00 2.1360e+00 2.9416e-01 1.7037e-01 3.6855e+00
379 2.0780e-01 1.8313e-01 1.5298e+00 2.1352e+00 2.9481e-01 1.6836e-01 3.6950e+00
380 2.0900e-01 1.8278e-01 1.5341e+00 2.1328e+00 2.9397e-01 1.7245e-01 3.7048e+00
381 2.0740e-01 1.8260e-01 1.5382e+00 2.1355e+00 2.9698e-01 1.7312e-01 3.7144e+00
382 2.0740e-01 1.8260e-01 1.5382e+00 2.1355e+00 2.9698e-01 1.7312e-01 3.7237e+00
383 2.0680e-01 1.8168e-01 1.5430e+00 2.1401e+00 3.0069e-01 1.7363e-01 3.7335e+00
384 2.0640e-01 1.8135e-01 1.5442e+00 2.1465e+00 2.9746e-01 1.7944e-01 3.7432e+00
385 2.0520e-01 1.8075e-01 1.5507e+00 2.1508e+00 2.9694e-01 1.7932e-01 3.7528e+00
386 2.0520e-01 1.8075e-01 1.5507e+00 2.1508e+00 2.9694e-01 1.7932e-01 3.7621e+00
387 2.0620e-01 1.8217e-01 1.5547e+00 2.1548e+00 2.9870e-01 1.8224e-01 3.7717e+00
388 2.0620e-01 1.8217e-01 1.5547e+00 2.1548e+00 2.9870e-01 1.8224e-01 3.7810e+00
389 2.0620e-01 1.8217e-01 1.5547e+00 2.1548e+00 2.9870e-01 1.8224e-01 3.7904e+00
390 2.0640e-01 1.8310e-01 1.5571e+00 2.1596e+00 3.0386e-01 1.8024e-01 3.8000e+00
391 2.0700e-01 1.8317e-01 1.5583e+00 2.1595e+00 3.0202e-01 1.7929e-01 3.8096e+00
392 2.0780e-01 1.8345e-01 1.5579e+00 2.1622e+00 3.0927e-01 1.7931e-01 3.8192e+00
393 2.0600e-01 1.8385e-01 1.5602e+00 2.1618e+00 3.0688e-01 1.8137e-01 3.8288e+00
394 2.0580e-01 1.8197e-01 1.5588e+00 2.1608e+00 3.1084e-01 1.8040e-01 3.8384e+00
395 2.0600e-01 1.8108e-01 1.5623e+00 2.1718e+00 3.0874e-01 1.7866e-01 3.8479e+00
396 2.0580e-01 1.8182e-01 1.5647e+00 2.1749e+00 3.0914e-01 1.7952e-01 3.8575e+00
397 2.0380e-01 1.8157e-01 1.5697e+00 2.1759e+00 3.1802e-01 1.7409e-01 3.8673e+00
398 2.0420e-01 1.8097e-01 1.5779e+00 2.1791e+00 3.1434e-01 1.7169e-01 3.8769e+00
399 2.0420e-01 1.7982e-01 1.5794e+00 2.1783e+00 3.1691e-01 1.6943e-01 3.8867e+00
400 2.0400e-01 1.7920e-01 1.5781e+00 2.1841e+00 3.1963e-01 1.7018e-01 3.8965e+00
401 2.0180e-01 1.7897e-01 1.5799e+00 2.1838e+00 3.2306e-01 1.6868e-01 3.9062e+00
402 2.0180e-01 1.7897e-01 1.5799e+00 2.1838e+00 3.2306e-01 1.6868e-01 3.9155e+00
403 2.0180e-01 1.7897e-01 1.5799e+00 2.1838e+00 3.2306e-01 1.6868e-01 3.9250e+00
404 2.0200e-01 1.8087e-01 1.5811e+00 2.1856e+00 3.2279e-01 1.7207e-01 3.9346e+00
405 2.0300e-01 1.8212e-01 1.5800e+00 2.1905e+00 3.2440e-01 1.7074e-01 3.9441e+00
406 2.0540e-01 1.8197e-01 1.5821e+00 2.1942e+00 3.3114e-01 1.6984e-01 3.9537e+00
407 2.0100e-01 1.8133e-01 1.5813e+00 2.1973e+00 3.3351e-01 1.7047e-01 3.9635e+00
408 2.0180e-01 1.7998e-01 1.5864e+00 2.2015e+00 3.3152e-01 1.7535e-01 3.9731e+00
409 2.0280e-01 1.7990e-01 1.5861e+00 2.2034e+00 3.3312e-01 1.7426e-01 3.9827e+00
410 2.0020e-01 1.8053e-01 1.5856e+00 2.2099e+00 3.3768e-01 1.7613e-01 3.9923e+00
411 2.0020e-01 1.7943e-01 1.5845e+00 2.2129e+00 3.4868e-01 1.7856e-01 4.0021e+00
412 2.0260e-01 1.7983e-01 1.5859e+00 2.2172e+00 3.4741e-01 1.7650e-01 4.0116e+00
413 2.0220e-01 1.7998e-01 1.5899e+00 2.2235e+00 3.4946e-01 1.7510e-01 4.0212e+00
414 2.0480e-01 1.8018e-01 1.6007e+00 2.2201e+00 3.5267e-01 1.7134e-01 4.0308e+00
415 2.0360e-01 1.7947e-01 1.5978e+00 2.2263e+00 3.5405e-01 1.6777e-01 4.0406e+00
416 2.0180e-01 1.7938e-01 1.5991e+00 2.2291e+00 3.5468e-01 1.6823e-01 4.0502e+00
417 2.0220e-01 1.7948e-01 1.6046e+00 2.2307e+00 3.5565e-01 1.6860e-01 4.0598e+00
418 2.0280e-01 1.7880e-01 1.6102e+00 2.2327e+00 3.6074e-01 1.6773e-01 4.0694e+00
419 2.0040e-01 1.7835e-01 1.6123e+00 2.2354e+00 3.6339e-01 1.7524e-01 4.0789e+00
420 2.0200e-01 1.7820e-01 1.6196e+00 2.2377e+00 3.6672e-01 1.7794e-01 4.0885e+00
421 2.0020e-01 1.7748e-01 1.6215e+00 2.2376e+00 3.6995e-01 1.7525e-01 4.0982e+00
422 1.9840e-01 1.7630e-01 1.6210e+00 2.2388e+00 3.7096e-01 1.7676e-01 4.1078e+00
423 1.9800e-01 1.7608e-01 1.6227e+00 2.2374e+00 3.6828e-01 1.7753e-01 4.1174e+00
424 1.9960e-01 1.7568e-01 1.6281e+00 2.2443e+00 3.6963e-01 1.7434e-01 4.1272e+00
425 1.9580e-01 1.7437e-01 1.6301e+00 2.2463e+00 3.7380e-01 1.7434e-01 4.1369e+00
426 1.9600e-01 1.7503e-01 1.6301e+00 2.2479e+00 3.7497e-01 1.7484e-01 4.1465e+00
427 1.9640e-01 1.7583e-01 1.6349e+00 2.2475e+00 3.7554e-01 1.7863e-01 4.1563e+00
428 1.9500e-01 1.7378e-01 1.6346e+00 2.2502e+00 3.7934e-01 1.7962e-01 4.1659e+00
429 1.9140e-01 1.7307e-01 1.6354e+00 2.2522e+00 3.8177e-01 1.7645e-01 4.1754e+00
430 1.9240e-01 1.7365e-01 1.6335e+00 2.2520e+00 3.8573e-01 1.7672e-01 4.1850e+00
431 1.8940e-01 1.7293e-01 1.6312e+00 2.2560e+00 3.8565e-01 1.7230e-01 4.1945e+00
432 1.9000e-01 1.7193e-01 1.6330e+00 2.2600e+00 3.8775e-01 1.7860e-01 4.2041e+00
433 1.9320e-01 1.7255e-01 1.6370e+00 2.2633e+00 3.8648e-01 1.7840e-01 4.2137e+00
434 1.9680e-01 1.7252e-01 1.6385e+00 2.2649e+00 3.8708e-01 1.7930e-01 4.2233e+00
435 1.9680e-01 1.7252e-01 1.6385e+00 2.2649e+00 3.8708e-01 1.7930e-01 4.2326e+00
436 1.9700e-01 1.7357e-01 1.6468e+00 2.2674e+00 3.9108e-01 1.8428e-01 4.2422e+00
437 1.9540e-01 1.7303e-01 1.6521e+00 2.2665e+00 3.9426e-01 1.8260e-01 4.2520e+00
438 1.9440e-01 1.7317e-01 1.6521e+00 2.2669e+00 3.9295e-01 1.8190e-01 4.2616e+00
439 1.9260e-01 1.7317e-01 1.6561e+00 2.2722e+00 3.9550e-01 1.8105e-01 4.2711e+00
440 1.9340e-01 1.7233e-01 1.6611e+00 2.2770e+00 4.0075e-01 1.8264e-01 4.2807e+00
441 1.9340e-01 1.7275e-01 1.6673e+00 2.2779e+00 3.9310e-01 1.8429e-01 4.2905e+00
442 1.9560e-01 1.7288e-01 1.6670e+00 2.2811e+00 3.9283e-01 1.8518e-01 4.3001e+00
443 1.9540e-01 1.7323e-01 1.6631e+00 2.2765e+00 3.9526e-01 1.8995e-01 4.3096e+00
444 1.9420e-01 1.7202e-01 1.6679e+00 2.2754e+00 3.9995e-01 1.8758e-01 4.3192e+00
445 1.9520e-01 1.7113e-01 1.6699e+00 2.2804e+00 4.0097e-01 1.8848e-01 4.3288e+00
446 1.9380e-01 1.7165e-01 1.6735e+00 2.2781e+00 4.0301e-01 1.8504e-01 4.3384e+00
447 1.9380e-01 1.7165e-01 1.6735e+00 2.2781e+00 4.0301e-01 1.8504e-01 4.3477e+00
448 1.9440e-01 1.7193e-01 1.6807e+00 2.2800e+00 4.0660e-01 1.8553e-01 4.3575e+00
449 1.9420e-01 1.7162e-01 1.6796e+00 2.2826e+00 4.0779e-01 1.8864e-01 4.3670e+00
450 1.9240e-01 1.7100e-01 1.6821e+00 2.2816e+00 4.0652e-01 1.9545e-01 4.3766e+00
451 1.9500e-01 1.7008e-01 1.6825e+00 2.2830e+00 4.0441e-01 1.9403e-01 4.3862e+00
452 1.9400e-01 1.6932e-01 1.6863e+00 2.2863e+00 4.0548e-01 1.9550e-01 4.3960e+00
453 1.9320e-01 1.6875e-01 1.6888e+00 2.2871e+00 4.0076e-01 1.9550e-01 4.4056e+00
454 1.9320e-01 1.6875e-01 1.6888e+00 2.2871e+00 4.0076e-01 1.9550e-01 4.4149e+00
455 1.9340e-01 1.6900e-01 1.6926e+00 2.2852e+00 3.9903e-01 1.9107e-01 4.4245e+00
456 1.9300e-01 1.6943e-01 1.6913e+00 2.2911e+00 4.0538e-01 1.9187e-01 4.4341e+00
457 1.9100e-01 1.7027e-01 1.6893e+00 2.2911e+00 4.0751e-01 1.9547e-01 4.4437e+00
458 1.9100e-01 1.7027e-01 1.6893e+00 2.2911e+00 4.0751e-01 1.9547e-01 4.4532e+00
459 1.9100e-01 1.7027e-01 1.6893e+00 2.2911e+00 4.0751e-01 1.9547e-01 4.4625e+00
460 1.9320e-01 1.6988e-01 1.6872e+00 2.2937e+00 4.0399e-01 1.9180e-01 4.4720e+00
461 1.9220e-01 1.6958e-01 1.6829e+00 2.2942e+00 4.0687e-01 1.9409e-01 4.4816e+00
462 1.9080e-01 1.6970e-01 1.6864e+00 2.3035e+00 4.0781e-01 1.9862e-01 4.4912e+00
463 1.9080e-01 1.6970e-01 1.6864e+00 2.3035e+00 4.0781e-01 1.9862e-01 4.5007e+00
464 1.9220e-01 1.6910e-01 1.6827e+00 2.3087e+00 4.1251e-01 1.9286e-01 4.5103e+00
465 1.9140e-01 1.6812e-01 1.6822e+00 2.3059e+00 4.1630e-01 1.9088e-01 4.5200e+00
466 1.9100e-01 1.6817e-01 1.6789e+00 2.3032e+00 4.1672e-01 1.8969e-01 4.5296e+00
467 1.9100e-01 1.6817e-01 1.6789e+00 2.3032e+00 4.1672e-01 1.8969e-01 4.5389e+00
468 1.9100e-01 1.6763e-01 1.6815e+00 2.3001e+00 4.1803e-01 1.8864e-01 4.5486e+00
469 1.9100e-01 1.6763e-01 1.6815e+00 2.3001e+00 4.1803e-01 1.8864e-01 4.5580e+00
470 1.9140e-01 1.6743e-01 1.6779e+00 2.2993e+00 4.1997e-01 1.8864e-01 4.5676e+00
471 1.8940e-01 1.6668e-01 1.6788e+00 2.2972e+00 4.2750e-01 1.9147e-01 4.5771e+00
472 1.9040e-01 1.6675e-01 1.6789e+00 2.2988e+00 4.3382e-01 1.9500e-01 4.5867e+00
473 1.8880e-01 1.6623e-01 1.6812e+00 2.3006e+00 4.2798e-01 1.9457e-01 4.5963e+00
474 1.8840e-01 1.6637e-01 1.6863e+00 2.3019e+00 4.2703e-01 1.9693e-01 4.6059e+00
475 1.8860e-01 1.6680e-01 1.6857e+00 2.3027e+00 4.2826e-01 2.0192e-01 4.6155e+00
476 1.8940e-01 1.6675e-01 1.6863e+00 2.3069e+00 4.2504e-01 2.0604e-01 4.6252e+00
477 1.9080e-01 1.6677e-01 1.6895e+00 2.3072e+00 4.3019e-01 2.0155e-01 4.6348e+00
478 1.8820e-01 1.6558e-01 1.6893e+00 2.3109e+00 4.2996e-01 2.0526e-01 4.6444e+00
